Frank-Hertz Experiment		
		
Vr(V)= 1.5		
Cathode Heater Current (mA) = 260		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
11.30	19.02	170.35
11.35	17.11	170.35
11.40	15.75	170.36
11.45	14.11	170.36
11.50	12.57	170.35
11.55	11.39	170.35
11.60	10.29	170.35
11.65	9.40	170.35
11.70	8.22	170.36
11.75	7.33	170.36
11.80	6.62	170.35
11.85	6.05	170.35
11.90	5.43	170.36
11.95	4.84	170.36
12.00	4.54	170.36
12.05	4.07	170.36
12.10	3.88	170.35
12.15	3.53	170.35
12.20	3.41	170.36
12.25	3.01	170.36
12.30	2.93	170.37
12.35	2.96	170.37
12.40	3.12	170.36
12.45	3.09	170.36
12.50	3.17	170.36
12.55	3.35	170.36
12.60	3.59	170.36
12.65	3.80	170.36
12.70	4.06	170.36
12.75	4.54	170.36
12.80	4.85	170.36
12.85	5.38	170.37
12.90	5.67	170.37
12.95	6.31	170.37
13.00	6.73	170.37
13.05	7.25	170.36
13.10	7.97	170.36
13.15	8.76	170.37
13.20	9.40	170.37
13.25	10.23	170.37
13.30	10.91	170.37
13.35	11.80	170.37
13.40	12.86	170.37
13.45	14.01	170.37
13.50	14.75	170.37
13.55	15.77	170.37
13.60	17.19	170.37
13.65	18.31	170.37
13.70	19.35	170.37
13.75	20.55	170.37
13.80	21.90	170.37
13.85	23.54	170.37
13.90	24.53	170.37
13.95	26.02	170.37
14.00	27.70	170.37
14.05	29.17	170.38
14.10	31.07	170.38
14.15	32.31	170.37
14.20	34.02	170.37
14.25	36.31	170.38
14.30	38.23	170.38
14.35	40.23	170.38
14.40	41.67	170.38
14.45	43.81	170.38
14.50	46.04	170.38
14.55	48.30	170.38
14.60	50.03	170.38
14.65	52.46	170.39
14.70	54.93	170.39
14.75	57.70	170.40
14.80	59.45	170.40
14.85	61.86	170.39
14.90	64.98	170.39
14.95	67.40	170.39
15.00	69.51	170.39
15.05	72.05	170.39
15.10	74.01	170.39
15.15	77.06	170.39
15.20	79.10	170.39
15.25	80.74	170.39
15.30	82.34	170.39
15.35	83.40	170.40
15.40	84.05	170.40
15.45	83.85	170.40
15.50	83.19	170.40
15.55	81.66	170.40
15.60	79.03	170.40
15.65	76.04	170.40
15.70	72.93	170.40
15.75	68.76	170.40
15.80	63.21	170.40
15.85	58.40	170.40
15.90	54.58	170.40
15.95	49.58	170.40
16.00	44.41	170.40
16.05	39.94	170.40
16.10	36.77	170.40
16.15	33.28	170.40
16.20	29.66	170.39
16.25	26.86	170.39
16.30	24.80	170.40
16.35	21.51	170.40
16.40	19.71	170.40
16.45	17.65	170.40
16.50	15.40	170.40
16.55	13.62	170.40
16.60	12.37	170.40
16.65	10.85	170.40
16.70	9.47	170.40
16.75	8.43	170.40
16.80	7.65	170.40
16.85	6.81	170.40
16.90	6.11	170.40
16.95	5.43	170.40
17.00	5.26	170.40
17.05	4.85	170.40
17.10	4.60	170.39
17.15	4.39	170.39
17.20	4.28	170.40
17.25	4.41	170.40
17.30	4.50	170.41
17.35	4.58	170.41
17.40	4.84	170.40
17.45	4.99	170.40
17.50	5.27	170.40
17.55	5.59	170.40
17.60	6.32	170.40
17.65	7.05	170.40
17.70	7.66	170.40
17.75	8.13	170.40
17.80	8.97	170.39
17.85	9.87	170.39
17.90	10.82	170.40
17.95	11.48	170.40
18.00	12.57	170.40
18.05	13.83	170.40
18.10	14.91	170.39
18.15	15.97	170.39
18.20	17.34	170.40
18.25	18.80	170.40
18.30	20.28	170.40
18.35	21.50	170.40
18.40	22.96	170.40
18.45	24.87	170.40
18.50	26.97	170.40
18.55	28.81	170.40
18.60	30.25	170.40
18.65	32.16	170.40
18.70	34.63	170.40
18.75	36.83	170.40
18.80	39.27	170.40
18.85	41.03	170.40
18.90	43.24	170.40
18.95	46.04	170.41
19.00	48.46	170.41
19.05	50.56	170.41
19.10	53.17	170.41
19.15	56.06	170.41
19.20	59.08	170.41
19.25	61.07	170.41
19.30	64.45	170.41
19.35	67.80	170.41
19.40	70.99	170.41
19.45	74.35	170.41
19.50	76.85	170.41
19.55	80.18	170.41
19.60	84.04	170.41
19.65	87.45	170.41
19.70	90.23	170.41
19.75	93.99	170.42
19.80	97.77	170.42
19.85	101.20	170.42
19.90	104.62	170.42
19.95	107.19	170.42
20.00	110.48	170.42
20.05	113.61	170.41
20.10	116.15	170.41
20.15	117.74	170.41
20.20	119.17	170.41
20.25	120.41	170.42
20.30	120.58	170.42
20.35	120.09	170.41
20.40	118.78	170.41
20.45	116.47	170.41
20.50	113.09	170.41
20.55	109.28	170.41
20.60	106.12	170.41
20.65	101.05	170.41
20.70	95.64	170.41
20.75	90.27	170.41
20.80	86.27	170.41
20.85	81.34	170.41
20.90	75.60	170.41
20.95	70.91	170.41
21.00	67.13	170.41
21.05	62.14	170.41
21.10	57.82	170.41
21.15	52.89	170.42
21.20	48.88	170.42
21.25	45.70	170.41
21.30	41.52	170.41
21.35	37.39	170.41
21.40	33.75	170.41
21.45	30.04	170.41
21.50	27.76	170.41
21.55	24.85	170.41
21.60	22.08	170.41
21.65	19.88	170.41
21.70	18.53	170.40
21.75	16.69	170.40
21.80	15.05	170.41
21.85	13.82	170.41
21.90	12.95	170.40
21.95	11.93	170.40
22.00	10.97	170.40
22.05	10.26	170.40
22.10	9.87	170.40
22.15	9.41	170.40
22.20	9.17	170.40
22.25	9.22	170.40
22.30	9.03	170.40
22.35	9.28	170.40
22.40	9.38	170.39
22.45	9.98	170.39
22.50	10.26	170.39
22.55	10.82	170.39
22.60	11.26	170.40
22.65	12.20	170.40
22.70	12.82	170.39
22.75	13.68	170.39
22.80	14.96	170.38
22.85	15.72	170.38
22.90	16.87	170.39
22.95	18.12	170.39
23.00	19.73	170.38
23.05	21.23	170.38
23.10	22.61	170.39
23.15	24.17	170.39
23.20	26.13	170.39
23.25	27.99	170.39
23.30	29.28	170.39
23.35	31.68	170.39
23.40	33.52	170.38
23.45	36.23	170.38
23.50	38.42	170.39
23.55	41.15	170.39
23.60	43.14	170.39
23.65	45.50	170.39
23.70	48.48	170.39
23.75	51.33	170.39
23.80	53.50	170.39
23.85	56.50	170.39
23.90	60.02	170.39
23.95	63.46	170.39
24.00	65.92	170.38
24.05	69.22	170.38
24.10	73.28	170.38
24.15	76.57	170.38
24.20	79.55	170.38
24.25	83.34	170.38
24.30	87.62	170.38
24.35	91.79	170.38
24.40	95.08	170.38
24.45	99.06	170.38
