# Press Shift+Enter to add data
# Press Ctrl+S to save

T(°C)	Uh(mV)	Up(mV)
95.0	13	1411
95.0	13	1411
95.0	13	1411
95.0	13	1411
95.0	13	1411
94.8	13	1414
94.8	13	1414
94.8	13	1414
94.8	13	1414
95.2	13	1417
95.2	13	1417
95.2	13	1417
95.2	13	1417
95.2	13	1417
94.7	13	1421
94.7	13	1421
94.7	13	1421
94.7	13	1421
94.7	13	1421
94.7	13	1423
94.7	13	1423
94.7	13	1423
94.7	13	1423
94.3	13	1427
94.3	13	1427
94.3	13	1427
94.3	13	1427
94.3	13	1427
94.2	13	1430
94.2	13	1430
94.2	13	1430
94.2	13	1430
94.3	13	1432
94.3	13	1432
94.3	13	1432
94.3	13	1432
94.3	13	1432
94.2	14	1436
94.2	14	1436
94.2	14	1436
94.2	14	1436
93.9	14	1438
93.9	14	1438
93.9	14	1438
93.9	14	1438
93.9	14	1438
94.1	14	1442
94.1	14	1442
94.1	14	1442
94.1	14	1442
94.1	14	1442
94.3	14	1443
94.3	14	1443
94.3	14	1443
94.3	14	1443
94.3	14	1443
93.8	14	1448
93.8	14	1448
93.8	14	1448
93.8	14	1448
94.0	14	1450
94.0	14	1450
94.0	14	1450
94.0	14	1450
94.0	14	1450
93.9	14	1453
93.9	14	1453
93.9	14	1453
93.9	14	1453
93.5	15	1456
93.5	15	1456
93.5	15	1456
93.5	15	1456
93.5	15	1456
93.2	15	1459
93.2	15	1459
93.2	15	1459
93.2	15	1459
93.2	15	1459
93.4	15	1462
93.4	15	1462
93.4	15	1462
93.4	15	1462
93.4	15	1462
93.6	15	1465
93.6	15	1465
93.6	15	1465
93.6	15	1465
93.2	15	1468
93.2	15	1468
93.2	15	1468
93.2	15	1468
93.2	15	1468
93.0	15	1471
93.0	15	1471
93.0	15	1471
93.0	15	1471
93.0	15	1471
93.3	15	1473
93.3	15	1473
93.3	15	1473
93.3	15	1473
92.8	15	1478
92.8	15	1478
92.8	15	1478
92.8	15	1478
92.8	15	1478
93.2	16	1480
93.2	16	1480
93.2	16	1480
93.2	16	1480
93.2	16	1480
92.4	16	1484
92.4	16	1484
92.4	16	1484
92.4	16	1484
92.6	16	1486
92.6	16	1486
92.6	16	1486
92.6	16	1486
92.6	16	1486
92.1	16	1489
92.1	16	1489
92.1	16	1489
92.1	16	1489
92.7	16	1490
92.7	16	1490
92.7	16	1490
92.7	16	1490
92.7	16	1490
92.3	16	1494
92.3	16	1494
92.3	16	1494
92.3	16	1494
92.3	16	1494
92.3	16	1497
92.3	16	1497
92.3	16	1497
92.3	16	1497
92.0	17	1500
92.0	17	1500
92.0	17	1500
92.0	17	1500
92.0	17	1500
92.3	17	1503
92.3	17	1503
92.3	17	1503
92.3	17	1503
92.3	17	1503
92.2	17	1506
92.2	17	1506
92.2	17	1506
92.2	17	1506
91.8	17	1508
91.8	17	1508
91.8	17	1508
91.8	17	1508
91.8	17	1508
91.8	17	1511
91.8	17	1511
91.8	17	1511
91.8	17	1511
91.8	17	1511
92.0	17	1513
92.0	17	1513
92.0	17	1513
92.0	17	1513
91.9	17	1517
91.9	17	1517
91.9	17	1517
91.9	17	1517
91.9	17	1517
91.4	18	1519
91.4	18	1519
91.4	18	1519
91.4	18	1519
91.4	18	1519
91.7	18	1522
91.7	18	1522
91.7	18	1522
91.7	18	1522
91.3	18	1524
91.3	18	1524
91.3	18	1524
91.3	18	1524
90.9	18	1527
90.9	18	1527
90.9	18	1527
90.9	18	1527
91.1	18	1529
91.1	18	1529
91.1	18	1529
91.1	18	1529
91.1	18	1529
91.3	18	1533
91.3	18	1533
91.3	18	1533
91.3	18	1533
91.3	18	1533
91.3	18	1535
91.3	18	1535
91.3	18	1535
91.3	18	1535
91.3	18	1535
90.5	18	1538
90.5	18	1538
90.5	18	1538
90.5	18	1538
90.5	19	1540
90.5	19	1540
90.5	19	1540
90.5	19	1540
90.6	19	1543
90.6	19	1543
90.6	19	1543
90.6	19	1543
90.6	19	1543
90.7	19	1546
90.7	19	1546
90.7	19	1546
90.7	19	1546
90.6	19	1547
90.6	19	1547
90.6	19	1547
90.6	19	1547
90.6	19	1547
90.7	19	1550
90.7	19	1550
90.7	19	1550
90.7	19	1550
90.7	19	1550
90.3	19	1554
90.3	19	1554
90.3	19	1554
90.3	19	1554
90.3	19	1556
90.3	19	1556
90.3	19	1556
90.3	19	1556
90.2	20	1557
90.2	20	1557
90.2	20	1557
90.2	20	1557
90.2	20	1557
90.3	20	1560
90.3	20	1560
90.3	20	1560
90.3	20	1560
89.8	20	1564
89.8	20	1564
89.8	20	1564
89.8	20	1564
89.8	20	1564
90.0	20	1567
90.0	20	1567
90.0	20	1567
90.0	20	1567
90.0	20	1567
89.8	20	1569
89.8	20	1569
89.8	20	1569
89.8	20	1569
90.0	20	1571
90.0	20	1571
90.0	20	1571
90.0	20	1571
89.9	20	1573
89.9	20	1573
89.9	20	1573
89.9	20	1573
89.9	20	1573
89.6	20	1576
89.6	20	1576
89.6	20	1576
89.6	20	1576
89.4	21	1578
89.4	21	1578
89.4	21	1578
89.4	21	1578
89.4	21	1578
89.5	21	1580
89.5	21	1580
89.5	21	1580
89.5	21	1580
89.5	21	1580
89.2	21	1584
89.2	21	1584
89.2	21	1584
89.2	21	1584
89.2	21	1586
89.2	21	1586
89.2	21	1586
89.2	21	1586
88.9	21	1588
88.9	21	1588
88.9	21	1588
88.9	21	1588
88.9	21	1588
89.2	21	1591
89.2	21	1591
89.2	21	1591
89.2	21	1591
89.2	21	1591
88.8	21	1593
88.8	21	1593
88.8	21	1593
88.8	21	1593
88.8	21	1593
88.9	22	1596
88.9	22	1596
88.9	22	1596
88.9	22	1596
88.7	22	1599
88.7	22	1599
88.7	22	1599
88.7	22	1599
88.7	22	1599
88.8	22	1600
88.8	22	1600
88.8	22	1600
88.8	22	1600
88.8	22	1600
88.6	22	1603
88.6	22	1603
88.6	22	1603
88.6	22	1603
88.7	22	1606
88.7	22	1606
88.7	22	1606
88.7	22	1606
88.7	22	1606
88.4	22	1608
88.4	22	1608
88.4	22	1608
88.4	22	1608
88.4	22	1608
88.4	22	1611
88.4	22	1611
88.4	22	1611
88.4	22	1611
88.4	22	1611
88.1	23	1613
88.1	23	1613
88.1	23	1613
88.1	23	1613
88.1	23	1615
88.1	23	1615
88.1	23	1615
88.1	23	1615
88.1	23	1615
87.8	23	1618
87.8	23	1618
87.8	23	1618
87.8	23	1618
87.8	23	1618
88.0	23	1621
88.0	23	1621
88.0	23	1621
88.0	23	1621
88.0	23	1622
88.0	23	1622
88.0	23	1622
88.0	23	1622
88.0	23	1622
88.1	23	1624
88.1	23	1624
88.1	23	1624
88.1	23	1624
88.1	23	1624
87.7	23	1626
87.7	23	1626
87.7	23	1626
87.7	23	1626
87.7	23	1629
87.7	23	1629
87.7	23	1629
87.7	23	1629
87.7	23	1629
87.3	24	1632
87.3	24	1632
87.3	24	1632
87.3	24	1632
87.7	24	1634
87.7	24	1634
87.7	24	1634
87.7	24	1634
87.7	24	1634
87.7	24	1636
87.7	24	1636
87.7	24	1636
87.7	24	1636
87.1	24	1639
87.1	24	1639
87.1	24	1639
87.1	24	1639
87.1	24	1639
87.3	24	1640
87.3	24	1640
87.3	24	1640
87.3	24	1640
87.0	24	1643
87.0	24	1643
87.0	24	1643
87.0	24	1643
87.0	24	1643
87.1	24	1645
87.1	24	1645
87.1	24	1645
87.1	24	1645
87.1	24	1645
87.2	25	1647
87.2	25	1647
87.2	25	1647
87.2	25	1647
87.2	25	1647
87.0	25	1649
87.0	25	1649
87.0	25	1649
87.0	25	1649
86.7	25	1652
86.7	25	1652
86.7	25	1652
86.7	25	1652
86.7	25	1652
86.9	25	1653
86.9	25	1653
86.9	25	1653
86.9	25	1653
86.9	25	1653
86.4	25	1657
86.4	25	1657
86.4	25	1657
86.4	25	1657
86.4	25	1657
86.8	25	1657
86.8	25	1657
86.8	25	1657
86.8	25	1657
86.4	25	1661
86.4	25	1661
86.4	25	1661
86.4	25	1661
86.4	25	1661
86.1	26	1664
86.1	26	1664
86.1	26	1664
86.1	26	1664
86.1	26	1664
86.1	26	1664
86.1	26	1664
86.1	26	1664
86.1	26	1664
86.2	26	1667
86.2	26	1667
86.2	26	1667
86.2	26	1667
86.2	26	1667
86.2	26	1669
86.2	26	1669
86.2	26	1669
86.2	26	1669
85.9	26	1672
85.9	26	1672
85.9	26	1672
85.9	26	1672
85.9	26	1672
85.9	26	1674
85.9	26	1674
85.9	26	1674
85.9	26	1674
85.9	26	1674
85.8	26	1676
85.8	26	1676
85.8	26	1676
85.8	26	1676
86.0	27	1678
86.0	27	1678
86.0	27	1678
86.0	27	1678
86.0	27	1678
85.8	27	1679
85.8	27	1679
85.8	27	1679
85.8	27	1679
85.8	27	1679
85.8	27	1681
85.8	27	1681
85.8	27	1681
85.8	27	1681
85.5	27	1684
85.5	27	1684
85.5	27	1684
85.5	27	1684
85.5	27	1684
85.4	27	1686
85.4	27	1686
85.4	27	1686
85.4	27	1686
85.4	27	1686
85.4	27	1688
85.4	27	1688
85.4	27	1688
85.4	27	1688
85.3	27	1690
85.3	27	1690
85.3	27	1690
85.3	27	1690
85.3	27	1690
85.0	27	1692
85.0	27	1692
85.0	27	1692
85.0	27	1692
85.0	27	1692
84.8	28	1694
84.8	28	1694
84.8	28	1694
84.8	28	1694
85.1	28	1696
85.1	28	1696
85.1	28	1696
85.1	28	1696
85.1	28	1696
84.8	28	1698
84.8	28	1698
84.8	28	1698
84.8	28	1698
84.8	28	1698
84.8	28	1700
84.8	28	1700
84.8	28	1700
84.8	28	1700
84.8	28	1700
84.6	28	1702
84.6	28	1702
84.6	28	1702
84.6	28	1702
85.0	28	1704
85.0	28	1704
85.0	28	1704
85.0	28	1704
85.0	28	1704
84.5	28	1705
84.5	28	1705
84.5	28	1705
84.5	28	1705
84.5	29	1707
84.5	29	1707
84.5	29	1707
84.5	29	1707
84.5	29	1707
84.8	29	1709
84.8	29	1709
84.8	29	1709
84.8	29	1709
84.1	29	1712
84.1	29	1712
84.1	29	1712
84.1	29	1712
84.1	29	1712
84.4	29	1713
84.4	29	1713
84.4	29	1713
84.4	29	1713
84.4	29	1713
84.4	29	1714
84.4	29	1714
84.4	29	1714
84.4	29	1714
84.0	29	1716
84.0	29	1716
84.0	29	1716
84.0	29	1716
84.0	29	1716
84.0	29	1719
84.0	29	1719
84.0	29	1719
84.0	29	1719
84.0	29	1719
84.5	29	1720
84.5	29	1720
84.5	29	1720
84.5	29	1720
84.5	29	1720
83.9	30	1723
83.9	30	1723
83.9	30	1723
83.9	30	1723
83.6	30	1725
83.6	30	1725
83.6	30	1725
83.6	30	1725
83.7	30	1725
83.7	30	1725
83.7	30	1725
83.7	30	1725
83.8	30	1728
83.8	30	1728
83.8	30	1728
83.8	30	1728
83.8	30	1728
83.9	30	1728
83.9	30	1728
83.9	30	1728
83.9	30	1728
83.9	30	1728
83.3	30	1731
83.3	30	1731
83.3	30	1731
83.3	30	1731
83.3	30	1731
83.3	30	1733
83.3	30	1733
83.3	30	1733
83.3	30	1733
83.1	31	1735
83.1	31	1735
83.1	31	1735
83.1	31	1735
83.1	31	1735
83.0	31	1737
83.0	31	1737
83.0	31	1737
83.0	31	1737
83.4	31	1738
83.4	31	1738
83.4	31	1738
83.4	31	1738
83.4	31	1738
83.1	31	1740
83.1	31	1740
83.1	31	1740
83.1	31	1740
83.1	31	1740
83.2	31	1740
83.2	31	1740
83.2	31	1740
83.2	31	1740
83.2	31	1740
82.9	31	1743
82.9	31	1743
82.9	31	1743
82.9	31	1743
83.1	31	1745
83.1	31	1745
83.1	31	1745
83.1	31	1745
83.1	31	1745
82.8	31	1747
82.8	31	1747
82.8	31	1747
82.8	31	1747
82.8	31	1747
82.4	32	1749
82.4	32	1749
82.4	32	1749
82.4	32	1749
82.4	32	1749
82.8	32	1750
82.8	32	1750
82.8	32	1750
82.8	32	1750
82.2	32	1752
82.2	32	1752
82.2	32	1752
82.2	32	1752
82.2	32	1752
82.5	32	1754
82.5	32	1754
82.5	32	1754
82.5	32	1754
82.3	32	1755
82.3	32	1755
82.3	32	1755
82.3	32	1755
82.3	32	1755
81.9	32	1757
81.9	32	1757
81.9	32	1757
81.9	32	1757
82.2	32	1759
82.2	32	1759
82.2	32	1759
82.2	32	1759
82.2	32	1759
82.3	32	1760
82.3	32	1760
82.3	32	1760
82.3	32	1760
82.3	32	1760
82.2	33	1761
82.2	33	1761
82.2	33	1761
82.2	33	1761
82.2	33	1761
82.1	33	1764
82.1	33	1764
82.1	33	1764
82.1	33	1764
81.7	33	1764
81.7	33	1764
81.7	33	1764
81.7	33	1764
81.7	33	1764
81.8	33	1765
81.8	33	1765
81.8	33	1765
81.8	33	1765
81.8	33	1765
81.7	33	1768
81.7	33	1768
81.7	33	1768
81.7	33	1768
81.6	33	1768
81.6	33	1768
81.6	33	1768
81.6	33	1768
81.3	33	1771
81.3	33	1771
81.3	33	1771
81.3	33	1771
81.3	33	1771
81.7	33	1772
81.7	33	1772
81.7	33	1772
81.7	33	1772
81.7	33	1772
81.6	34	1774
81.6	34	1774
81.6	34	1774
81.6	34	1774
81.3	34	1774
81.3	34	1774
81.3	34	1774
81.3	34	1774
81.3	34	1776
81.3	34	1776
81.3	34	1776
81.3	34	1776
81.3	34	1776
81.3	34	1778
81.3	34	1778
81.3	34	1778
81.3	34	1778
80.9	34	1779
80.9	34	1779
80.9	34	1779
80.9	34	1779
80.9	34	1779
81.0	34	1781
81.0	34	1781
81.0	34	1781
81.0	34	1781
81.0	34	1781
80.9	34	1782
80.9	34	1782
80.9	34	1782
80.9	34	1782
81.0	34	1784
81.0	34	1784
81.0	34	1784
81.0	34	1784
80.7	35	1784
80.7	35	1784
80.7	35	1784
80.7	35	1784
80.7	35	1784
80.8	35	1786
80.8	35	1786
80.8	35	1786
80.8	35	1786
80.8	35	1786
80.9	35	1787
80.9	35	1787
80.9	35	1787
80.9	35	1787
80.8	35	1788
80.8	35	1788
80.8	35	1788
80.8	35	1788
80.7	35	1790
80.7	35	1790
80.7	35	1790
80.7	35	1790
80.7	35	1790
80.5	35	1791
80.5	35	1791
80.5	35	1791
80.5	35	1791
80.5	35	1791
80.3	35	1793
80.3	35	1793
80.3	35	1793
80.3	35	1793
80.5	35	1794
80.5	35	1794
80.5	35	1794
80.5	35	1794
80.2	35	1796
80.2	35	1796
80.2	35	1796
80.2	35	1796
80.2	35	1796
80.1	36	1797
80.1	36	1797
80.1	36	1797
80.1	36	1797
80.2	36	1798
80.2	36	1798
80.2	36	1798
80.2	36	1798
80.2	36	1798
80.1	36	1799
80.1	36	1799
80.1	36	1799
80.1	36	1799
80.1	36	1799
79.9	36	1801
79.9	36	1801
79.9	36	1801
79.9	36	1801
79.9	36	1801
79.8	36	1801
79.8	36	1801
79.8	36	1801
79.8	36	1801
79.7	36	1803
79.7	36	1803
79.7	36	1803
79.7	36	1803
79.7	36	1803
79.8	36	1804
79.8	36	1804
79.8	36	1804
79.8	36	1804
79.6	36	1806
79.6	36	1806
79.6	36	1806
79.6	36	1806
79.6	36	1806
79.6	36	1806
79.6	36	1806
79.6	36	1806
79.6	36	1806
79.6	36	1806
79.5	37	1808
79.5	37	1808
79.5	37	1808
79.5	37	1808
79.5	37	1808
79.5	37	1810
79.5	37	1810
79.5	37	1810
79.5	37	1810
79.4	37	1811
79.4	37	1811
79.4	37	1811
79.4	37	1811
79.4	37	1811
79.3	37	1813
79.3	37	1813
79.3	37	1813
79.3	37	1813
79.3	37	1813
79.3	37	1814
79.3	37	1814
79.3	37	1814
79.3	37	1814
79.3	37	1814
79.1	37	1815
79.1	37	1815
79.1	37	1815
79.1	37	1815
79.3	37	1816
79.3	37	1816
79.3	37	1816
79.3	37	1816
79.3	37	1816
79.0	37	1817
79.0	37	1817
79.0	37	1817
79.0	37	1817
79.1	38	1817
79.1	38	1817
79.1	38	1817
79.1	38	1817
79.1	38	1817
78.8	38	1819
78.8	38	1819
78.8	38	1819
78.8	38	1819
78.8	38	1819
78.9	38	1820
78.9	38	1820
78.9	38	1820
78.9	38	1820
78.8	38	1821
78.8	38	1821
78.8	38	1821
78.8	38	1821
78.8	38	1821
78.9	38	1822
78.9	38	1822
78.9	38	1822
78.9	38	1822
78.9	38	1823
78.9	38	1823
78.9	38	1823
78.9	38	1823
78.9	38	1823
78.5	38	1824
78.5	38	1824
78.5	38	1824
78.5	38	1824
78.5	38	1824
78.4	38	1826
78.4	38	1826
78.4	38	1826
78.4	38	1826
78.4	38	1826
78.4	38	1827
78.4	38	1827
78.4	38	1827
78.4	38	1827
77.9	39	1829
77.9	39	1829
77.9	39	1829
77.9	39	1829
77.9	39	1829
78.2	39	1830
78.2	39	1830
78.2	39	1830
78.2	39	1830
78.2	39	1830
78.1	39	1830
78.1	39	1830
78.1	39	1830
78.1	39	1830
77.9	39	1831
77.9	39	1831
77.9	39	1831
77.9	39	1831
77.9	39	1831
77.9	39	1832
77.9	39	1832
77.9	39	1832
77.9	39	1832
77.9	39	1832
77.9	39	1833
77.9	39	1833
77.9	39	1833
77.9	39	1833
77.9	39	1833
78.0	39	1835
78.0	39	1835
78.0	39	1835
78.0	39	1835
77.7	39	1835
77.7	39	1835
77.7	39	1835
77.7	39	1835
77.7	39	1835
77.7	39	1837
77.7	39	1837
77.7	39	1837
77.7	39	1837
77.7	39	1837
77.4	40	1838
77.4	40	1838
77.4	40	1838
77.4	40	1838
77.4	40	1838
77.2	40	1839
77.2	40	1839
77.2	40	1839
77.2	40	1839
77.8	40	1840
77.8	40	1840
77.8	40	1840
77.8	40	1840
77.8	40	1840
77.2	40	1841
77.2	40	1841
77.2	40	1841
77.2	40	1841
77.2	40	1841
77.2	40	1842
77.2	40	1842
77.2	40	1842
77.2	40	1842
77.2	40	1843
77.2	40	1843
77.2	40	1843
77.2	40	1843
77.2	40	1843
76.8	40	1844
76.8	40	1844
76.8	40	1844
76.8	40	1844
76.8	40	1844
77.1	40	1845
77.1	40	1845
77.1	40	1845
77.1	40	1845
77.4	40	1846
77.4	40	1846
77.4	40	1846
77.4	40	1846
77.0	40	1847
77.0	40	1847
77.0	40	1847
77.0	40	1847
77.0	40	1847
76.7	41	1847
76.7	41	1847
76.7	41	1847
76.7	41	1847
76.7	41	1847
76.7	41	1847
76.7	41	1847
76.7	41	1847
76.7	41	1847
76.7	41	1847
76.8	41	1849
76.8	41	1849
76.8	41	1849
76.8	41	1849
76.6	41	1850
76.6	41	1850
76.6	41	1850
76.6	41	1850
76.6	41	1850
76.6	41	1851
76.6	41	1851
76.6	41	1851
76.6	41	1851
76.6	41	1852
76.6	41	1852
76.6	41	1852
76.6	41	1852
76.6	41	1852
76.6	41	1853
76.6	41	1853
76.6	41	1853
76.6	41	1853
76.6	41	1853
76.7	41	1854
76.7	41	1854
76.7	41	1854
76.7	41	1854
76.7	41	1854
76.4	41	1854
76.4	41	1854
76.4	41	1854
76.4	41	1854
75.9	41	1856
75.9	41	1856
75.9	41	1856
75.9	41	1856
75.9	41	1856
76.0	42	1856
76.0	42	1856
76.0	42	1856
76.0	42	1856
76.0	42	1856
76.3	42	1857
76.3	42	1857
76.3	42	1857
76.3	42	1857
76.0	42	1858
76.0	42	1858
76.0	42	1858
76.0	42	1858
75.8	42	1859
75.8	42	1859
75.8	42	1859
75.8	42	1859
75.8	42	1859
75.9	42	1860
75.9	42	1860
75.9	42	1860
75.9	42	1860
75.9	42	1860
75.9	42	1860
75.9	42	1860
75.9	42	1860
75.9	42	1860
75.8	42	1861
75.8	42	1861
75.8	42	1861
75.8	42	1861
75.8	42	1861
75.3	42	1862
75.3	42	1862
75.3	42	1862
75.3	42	1862
75.3	42	1862
75.9	42	1862
75.9	42	1862
75.9	42	1862
75.9	42	1862
75.6	42	1863
75.6	42	1863
75.6	42	1863
75.6	42	1863
75.5	43	1865
75.5	43	1865
75.5	43	1865
75.5	43	1865
75.5	43	1865
75.3	43	1865
75.3	43	1865
75.3	43	1865
75.3	43	1865
75.3	43	1865
75.5	43	1865
75.5	43	1865
75.5	43	1865
75.5	43	1865
75.5	43	1865
75.4	43	1867
75.4	43	1867
75.4	43	1867
75.4	43	1867
75.0	43	1867
75.0	43	1867
75.0	43	1867
75.0	43	1867
75.0	43	1867
75.3	43	1868
75.3	43	1868
75.3	43	1868
75.3	43	1868
75.1	43	1869
75.1	43	1869
75.1	43	1869
75.1	43	1869
74.8	43	1869
74.8	43	1869
74.8	43	1869
74.8	43	1869
75.0	43	1870
75.0	43	1870
75.0	43	1870
75.0	43	1870
75.0	43	1870
74.9	43	1870
74.9	43	1870
74.9	43	1870
74.9	43	1870
74.9	43	1870
75.0	43	1872
75.0	43	1872
75.0	43	1872
75.0	43	1872
75.0	43	1872
74.8	43	1872
74.8	43	1872
74.8	43	1872
74.8	43	1872
74.5	44	1873
74.5	44	1873
74.5	44	1873
74.5	44	1873
74.9	44	1874
74.9	44	1874
74.9	44	1874
74.9	44	1874
74.9	44	1874
74.6	44	1873
74.6	44	1873
74.6	44	1873
74.6	44	1873
74.6	44	1873
74.5	44	1874
74.5	44	1874
74.5	44	1874
74.5	44	1874
74.3	44	1876
74.3	44	1876
74.3	44	1876
74.3	44	1876
74.3	44	1876
74.5	44	1877
74.5	44	1877
74.5	44	1877
74.5	44	1877
74.5	44	1877
74.4	44	1877
74.4	44	1877
74.4	44	1877
74.4	44	1877
74.4	44	1877
74.4	44	1877
74.4	44	1877
74.4	44	1877
74.4	44	1877
73.9	44	1879
73.9	44	1879
73.9	44	1879
73.9	44	1879
74.2	44	1879
74.2	44	1879
74.2	44	1879
74.2	44	1879
74.2	44	1879
74.1	45	1879
74.1	45	1879
74.1	45	1879
74.1	45	1879
74.1	45	1880
74.1	45	1880
74.1	45	1880
74.1	45	1880
74.0	45	1880
74.0	45	1880
74.0	45	1880
74.0	45	1880
74.0	45	1880
73.8	45	1881
73.8	45	1881
73.8	45	1881
73.8	45	1881
73.8	45	1881
73.8	45	1881
73.8	45	1881
73.8	45	1881
73.8	45	1881
73.8	45	1882
73.8	45	1882
73.8	45	1882
73.8	45	1882
73.8	45	1882
74.0	45	1883
74.0	45	1883
74.0	45	1883
74.0	45	1883
74.0	45	1883
73.5	45	1884
73.5	45	1884
73.5	45	1884
73.5	45	1884
73.5	45	1884
73.5	45	1884
73.5	45	1884
73.5	45	1884
73.5	45	1884
73.5	45	1885
73.5	45	1885
73.5	45	1885
73.5	45	1885
73.4	45	1885
73.4	45	1885
73.4	45	1885
73.4	45	1885
73.4	45	1885
73.5	45	1886
73.5	45	1886
73.5	45	1886
73.5	45	1886
73.5	45	1886
73.3	46	1887
73.3	46	1887
73.3	46	1887
73.3	46	1887
73.2	46	1886
73.2	46	1886
73.2	46	1886
73.2	46	1886
73.2	46	1886
73.1	46	1888
73.1	46	1888
73.1	46	1888
73.1	46	1888
73.2	46	1889
73.2	46	1889
73.2	46	1889
73.2	46	1889
73.2	46	1889
73.0	46	1889
73.0	46	1889
73.0	46	1889
73.0	46	1889
73.0	46	1889
73.0	46	1888
73.0	46	1888
73.0	46	1888
73.0	46	1888
72.9	46	1889
72.9	46	1889
72.9	46	1889
72.9	46	1889
72.9	46	1889
72.9	46	1890
72.9	46	1890
72.9	46	1890
72.9	46	1890
72.9	46	1890
72.7	46	1891
72.7	46	1891
72.7	46	1891
72.7	46	1891
72.7	46	1891
72.8	46	1891
72.8	46	1891
72.8	46	1891
72.8	46	1891
72.7	46	1891
72.7	46	1891
72.7	46	1891
72.7	46	1891
72.7	46	1891
72.8	46	1892
72.8	46	1892
72.8	46	1892
72.8	46	1892
72.8	46	1892
72.7	46	1893
72.7	46	1893
72.7	46	1893
72.7	46	1893
72.5	47	1893
72.5	47	1893
72.5	47	1893
72.5	47	1893
72.4	47	1894
72.4	47	1894
72.4	47	1894
72.4	47	1894
72.4	47	1894
72.4	47	1894
72.4	47	1894
72.4	47	1894
72.4	47	1894
72.4	47	1894
72.3	47	1894
72.3	47	1894
72.3	47	1894
72.3	47	1894
72.3	47	1894
72.4	47	1895
72.4	47	1895
72.4	47	1895
72.4	47	1895
72.2	47	1895
72.2	47	1895
72.2	47	1895
72.2	47	1895
72.2	47	1895
72.3	47	1895
72.3	47	1895
72.3	47	1895
72.3	47	1895
72.1	47	1895
72.1	47	1895
72.1	47	1895
72.1	47	1895
72.1	47	1895
72.2	47	1896
72.2	47	1896
72.2	47	1896
72.2	47	1896
72.2	47	1896
72.2	47	1896
72.2	47	1896
72.2	47	1896
72.2	47	1896
71.9	47	1897
71.9	47	1897
71.9	47	1897
71.9	47	1897
71.8	47	1897
71.8	47	1897
71.8	47	1897
71.8	47	1897
71.8	47	1897
71.7	47	1898
71.7	47	1898
71.7	47	1898
71.7	47	1898
71.7	47	1898
71.6	48	1898
71.6	48	1898
71.6	48	1898
71.6	48	1898
71.6	48	1898
71.7	48	1899
71.7	48	1899
71.7	48	1899
71.7	48	1899
71.5	48	1900
71.5	48	1900
71.5	48	1900
71.5	48	1900
71.5	48	1900
71.3	48	1900
71.3	48	1900
71.3	48	1900
71.3	48	1900
71.3	48	1900
71.3	48	1900
71.3	48	1900
71.3	48	1900
71.3	48	1900
71.3	48	1901
71.3	48	1901
71.3	48	1901
71.3	48	1901
71.5	48	1901
71.5	48	1901
71.5	48	1901
71.5	48	1901
71.5	48	1901
71.1	48	1901
71.1	48	1901
71.1	48	1901
71.1	48	1901
71.2	48	1901
71.2	48	1901
71.2	48	1901
71.2	48	1901
71.2	48	1901
71.0	48	1901
71.0	48	1901
71.0	48	1901
71.0	48	1901
71.0	48	1901
71.0	48	1901
71.0	48	1901
71.0	48	1901
71.0	48	1901
70.9	48	1902
70.9	48	1902
70.9	48	1902
70.9	48	1902
70.9	48	1902
71.0	48	1902
71.0	48	1902
71.0	48	1902
71.0	48	1902
71.0	48	1902
71.1	48	1903
71.1	48	1903
71.1	48	1903
71.1	48	1903
71.1	48	1903
70.7	49	1904
70.7	49	1904
70.7	49	1904
70.7	49	1904
70.6	49	1903
70.6	49	1903
70.6	49	1903
70.6	49	1903
70.6	49	1903
70.5	49	1904
70.5	49	1904
70.5	49	1904
70.5	49	1904
70.5	49	1904
70.8	49	1904
70.8	49	1904
70.8	49	1904
70.8	49	1904
70.8	49	1904
70.4	49	1905
70.4	49	1905
70.4	49	1905
70.4	49	1905
70.4	49	1905
70.4	49	1905
70.4	49	1905
70.4	49	1905
70.4	49	1905
70.4	49	1906
70.4	49	1906
70.4	49	1906
70.4	49	1906
70.4	49	1906
70.5	49	1906
70.5	49	1906
70.5	49	1906
70.5	49	1906
70.4	49	1905
70.4	49	1905
70.4	49	1905
70.4	49	1905
70.1	49	1907
70.1	49	1907
70.1	49	1907
70.1	49	1907
70.1	49	1907
70.3	49	1906
70.3	49	1906
70.3	49	1906
70.3	49	1906
70.3	49	1906
70.4	49	1907
70.4	49	1907
70.4	49	1907
70.4	49	1907
70.4	49	1907
70.0	49	1907
70.0	49	1907
70.0	49	1907
70.0	49	1907
70.1	49	1907
70.1	49	1907
70.1	49	1907
70.1	49	1907
70.1	49	1907
70.0	49	1908
70.0	49	1908
70.0	49	1908
70.0	49	1908
70.0	49	1908
70.0	50	1907
70.0	50	1907
70.0	50	1907
70.0	50	1907
69.9	50	1908
69.9	50	1908
69.9	50	1908
69.9	50	1908
69.9	50	1908
70.0	50	1908
70.0	50	1908
70.0	50	1908
70.0	50	1908
70.0	50	1908
69.4	50	1908
69.4	50	1908
69.4	50	1908
69.4	50	1908
69.7	50	1908
69.7	50	1908
69.7	50	1908
69.7	50	1908
69.7	50	1908
69.8	50	1909
69.8	50	1909
69.8	50	1909
69.8	50	1909
69.5	50	1909
69.5	50	1909
69.5	50	1909
69.5	50	1909
69.5	50	1909
69.4	50	1909
69.4	50	1909
69.4	50	1909
