Record Length,2500,Points,8.639999578E-6,-3.99999972E-3,,Record Length,2500,Points,8.639999578E-6,-4.59999990,
Sample Interval,3.99999989E-9,s,8.643999536E-6,-3.99999972E-3,,Sample Interval,3.99999989E-9,s,8.643999536E-6,-4.39999962,
Trigger Point,-2.1600001E3,Samples,8.647999493E-6,-3.99999972E-3,,Trigger Point,-2.1600001E3,Samples,8.647999493E-6,-4.59999990,
,,,8.651999451E-6,-7.999999449E-3,,,,,8.651999451E-6,-4.59999990,
,,,8.655999409E-6,-3.99999972E-3,,,,,8.655999409E-6,-4.59999990,
,,,8.659999367E-6,0.0,,,,,8.659999367E-6,-4.79999971,
Source,CH1,,8.663999324E-6,-3.99999972E-3,,Source,CH4,,8.663999324E-6,-4.59999990,
Vertical Units,Volts,,8.667999282E-6,-3.99999972E-3,,Vertical Units,Volts,,8.667999282E-6,-4.79999971,
Vertical Scale,102.3906179E-3,,8.671999240E-6,-3.99999972E-3,,Vertical Scale,5.11953094,,8.671999240E-6,-4.59999990,
Vertical Offset,0,,8.675999197E-6,-3.99999972E-3,,Vertical Offset,0,,8.675999197E-6,-4.59999990,
Horizontal Units,s,,8.679999155E-6,0.0,,Horizontal Units,s,,8.679999155E-6,-4.59999990,
Horizontal Scale,999.999971718E-9,,8.684000022E-6,-7.999999449E-3,,Horizontal Scale,999.999971718E-9,,8.684000022E-6,-4.39999962,
Pt Fmt,Y,,8.687999980E-6,-7.999999449E-3,,Pt Fmt,Y,,8.687999980E-6,-4.59999990,
Yzero,1.6798413,,8.691999938E-6,-7.999999449E-3,,Yzero,0.0,,8.691999938E-6,-4.79999971,
Probe Atten,1.000000,,8.695999895E-6,-3.99999972E-3,,Probe Atten,1.000000,,8.695999895E-6,-4.59999990,
,,,8.699999853E-6,0.0,,,,,8.699999853E-6,-4.59999990,
Note,TDS 2014B - 15:01:26   11/06/2025,,8.703999811E-6,-3.99999972E-3,,Note,TDS 2014B - 15:01:26   11/06/2025,,8.703999811E-6,-4.59999990,
,,,8.707999768E-6,-3.99999972E-3,,,,,8.707999768E-6,-4.59999990,
,,,8.711999726E-6,0.0,,,,,8.711999726E-6,-4.59999990,
,,,8.715999684E-6,-7.999999449E-3,,,,,8.715999684E-6,-4.79999971,
,,,8.719999641E-6,-3.99999972E-3,,,,,8.719999641E-6,-4.59999990,
,,,8.723999599E-6,-7.999999449E-3,,,,,8.723999599E-6,-4.59999990,
,,,8.727999557E-6,0.0,,,,,8.727999557E-6,-4.79999971,
,,,8.731999515E-6,-3.99999972E-3,,,,,8.731999515E-6,-4.59999990,
,,,8.735999472E-6,0.0,,,,,8.735999472E-6,-4.59999990,
,,,8.739999430E-6,-7.999999449E-3,,,,,8.739999430E-6,-4.59999990,
,,,8.743999388E-6,0.0,,,,,8.743999388E-6,-4.59999990,
,,,8.747999345E-6,-3.99999972E-3,,,,,8.747999345E-6,-4.59999990,
,,,8.751999303E-6,-3.99999972E-3,,,,,8.751999303E-6,-4.79999971,
,,,8.755999261E-6,-3.99999972E-3,,,,,8.755999261E-6,-4.59999990,
,,,8.759999218E-6,-3.99999972E-3,,,,,8.759999218E-6,-4.79999971,
,,,8.763999176E-6,-3.99999972E-3,,,,,8.763999176E-6,-4.79999971,
,,,8.767999134E-6,-3.99999972E-3,,,,,8.767999134E-6,-4.79999971,
,,,8.772000001E-6,-3.99999972E-3,,,,,8.772000001E-6,-4.79999971,
,,,8.775999959E-6,-3.99999972E-3,,,,,8.775999959E-6,-4.39999962,
,,,8.779999916E-6,-3.99999972E-3,,,,,8.779999916E-6,-4.39999962,
,,,8.783999874E-6,-3.99999972E-3,,,,,8.783999874E-6,-4.59999990,
,,,8.787999832E-6,-3.99999972E-3,,,,,8.787999832E-6,-4.59999990,
,,,8.791999790E-6,-3.99999972E-3,,,,,8.791999790E-6,-4.59999990,
,,,8.795999747E-6,0.0,,,,,8.795999747E-6,-4.59999990,
,,,8.799999705E-6,-3.99999972E-3,,,,,8.799999705E-6,-4.59999990,
,,,8.803999663E-6,0.0,,,,,8.803999663E-6,-4.39999962,
,,,8.807999620E-6,-3.99999972E-3,,,,,8.807999620E-6,-4.59999990,
,,,8.811999578E-6,0.0,,,,,8.811999578E-6,-4.59999990,
,,,8.815999536E-6,-3.99999972E-3,,,,,8.815999536E-6,-4.79999971,
,,,8.819999493E-6,0.0,,,,,8.819999493E-6,-4.39999962,
,,,8.823999451E-6,-3.99999972E-3,,,,,8.823999451E-6,-4.59999990,
,,,8.827999409E-6,0.0,,,,,8.827999409E-6,-4.59999990,
,,,8.831999367E-6,0.0,,,,,8.831999367E-6,-4.79999971,
,,,8.835999324E-6,-3.99999972E-3,,,,,8.835999324E-6,-4.59999990,
,,,8.839999282E-6,-3.99999972E-3,,,,,8.839999282E-6,-4.59999990,
,,,8.843999240E-6,0.0,,,,,8.843999240E-6,-4.79999971,
,,,8.847999197E-6,0.0,,,,,8.847999197E-6,-4.79999971,
,,,8.851999155E-6,-7.999999449E-3,,,,,8.851999155E-6,-4.59999990,
,,,8.856000022E-6,-3.99999972E-3,,,,,8.856000022E-6,-4.59999990,
,,,8.859999980E-6,-7.999999449E-3,,,,,8.859999980E-6,-4.59999990,
,,,8.863999938E-6,-3.99999972E-3,,,,,8.863999938E-6,-4.79999971,
,,,8.867999895E-6,0.0,,,,,8.867999895E-6,-4.59999990,
,,,8.871999853E-6,-7.999999449E-3,,,,,8.871999853E-6,-4.59999990,
,,,8.875999811E-6,-3.99999972E-3,,,,,8.875999811E-6,-4.59999990,
,,,8.879999768E-6,0.0,,,,,8.879999768E-6,-4.39999962,
,,,8.883999726E-6,-3.99999972E-3,,,,,8.883999726E-6,-4.59999990,
,,,8.887999684E-6,0.0,,,,,8.887999684E-6,-4.79999971,
,,,8.891999641E-6,-3.99999972E-3,,,,,8.891999641E-6,-4.79999971,
,,,8.895999599E-6,-7.999999449E-3,,,,,8.895999599E-6,-4.79999971,
,,,8.899999557E-6,-3.99999972E-3,,,,,8.899999557E-6,-4.79999971,
,,,8.903999515E-6,-7.999999449E-3,,,,,8.903999515E-6,-4.59999990,
,,,8.907999472E-6,3.99999972E-3,,,,,8.907999472E-6,-4.79999971,
,,,8.911999430E-6,-3.99999972E-3,,,,,8.911999430E-6,-4.59999990,
,,,8.915999388E-6,-3.99999972E-3,,,,,8.915999388E-6,-4.59999990,
,,,8.919999345E-6,0.0,,,,,8.919999345E-6,-4.39999962,
,,,8.923999303E-6,-3.99999972E-3,,,,,8.923999303E-6,-4.59999990,
,,,8.927999261E-6,-3.99999972E-3,,,,,8.927999261E-6,-4.59999990,
,,,8.931999218E-6,0.0,,,,,8.931999218E-6,-4.59999990,
,,,8.935999176E-6,0.0,,,,,8.935999176E-6,-4.39999962,
,,,8.939999134E-6,-7.999999449E-3,,,,,8.939999134E-6,-4.59999990,
,,,8.944000001E-6,3.99999972E-3,,,,,8.944000001E-6,-4.39999962,
,,,8.947999959E-6,-3.99999972E-3,,,,,8.947999959E-6,-4.79999971,
,,,8.951999916E-6,-3.99999972E-3,,,,,8.951999916E-6,-4.59999990,
,,,8.955999874E-6,-3.99999972E-3,,,,,8.955999874E-6,-4.59999990,
,,,8.959999832E-6,0.0,,,,,8.959999832E-6,-4.59999990,
,,,8.963999790E-6,0.0,,,,,8.963999790E-6,-4.59999990,
