Record Length,2500,Points,6.07999982E-6,0.0,,Record Length,2500,Points,6.07999982E-6,119.9999973E-3,,Record Length,2500,Points,6.07999982E-6,-4.48000002,
Sample Interval,1.9999999E-9,s,6.08199980E-6,0.0,,Sample Interval,1.9999999E-9,s,6.08199980E-6,99.999994040E-3,,Sample Interval,1.9999999E-9,s,6.08199980E-6,-4.63999987,
Trigger Point,-3.04000014E3,Samples,6.08399978E-6,-7.999999449E-3,,Trigger Point,-3.04000014E3,Samples,6.08399978E-6,179.99999225E-3,,Trigger Point,-3.04000014E3,Samples,6.08399978E-6,-4.63999987,
,,,6.08599976E-6,7.999999449E-3,,,,,6.08599976E-6,140.0000006E-3,,,,,6.08599976E-6,-4.55999994,
,,,6.08799974E-6,0.0,,,,,6.08799974E-6,140.0000006E-3,,,,,6.08799974E-6,-4.63999987,
,,,6.08999972E-6,0.0,,,,,6.08999972E-6,179.99999225E-3,,,,,6.08999972E-6,-4.63999987,
Source,CH1,,6.09199969E-6,0.0,,Source,CH3,,6.09199969E-6,179.99999225E-3,,Source,CH4,,6.09199969E-6,-4.55999994,
Vertical Units,Volts,,6.09399967E-6,0.0,,Vertical Units,Volts,,6.09399967E-6,179.99999225E-3,,Vertical Units,Volts,,6.09399967E-6,-4.55999994,
Vertical Scale,204.78123589E-3,,6.09599965E-6,7.999999449E-3,,Vertical Scale,511.953113557E-3,,6.09599965E-6,159.99999642E-3,,Vertical Scale,2.0478125,,6.09599965E-6,-4.48000002,
Vertical Offset,0,,6.09799963E-6,0.0,,Vertical Offset,0,,6.09799963E-6,179.99999225E-3,,Vertical Offset,0,,6.09799963E-6,-4.55999994,
Horizontal Units,s,,6.09999961E-6,0.0,,Horizontal Units,s,,6.09999961E-6,140.0000006E-3,,Horizontal Units,s,,6.09999961E-6,-4.48000002,
Horizontal Scale,499.999985859E-9,,6.10200004E-6,0.0,,Horizontal Scale,499.999985859E-9,,6.10200004E-6,179.99999225E-3,,Horizontal Scale,499.999985859E-9,,6.10200004E-6,-4.55999994,
Pt Fmt,Y,,6.10400002E-6,0.0,,Pt Fmt,Y,,6.10400002E-6,159.99999642E-3,,Pt Fmt,Y,,6.10400002E-6,-4.48000002,
Yzero,0.0,,6.10600000E-6,0.0,,Yzero,-2.85182359,,6.10600000E-6,140.0000006E-3,,Yzero,0.0,,6.10600000E-6,-4.63999987,
Probe Atten,1.000000,,6.10799998E-6,0.0,,Probe Atten,1.000000,,6.10799998E-6,159.99999642E-3,,Probe Atten,1.000000,,6.10799998E-6,-4.48000002,
,,,6.10999996E-6,-7.999999449E-3,,,,,6.10999996E-6,159.99999642E-3,,,,,6.10999996E-6,-4.63999987,
Note,TDS 2014B - 15:25:53   02/07/2025,,6.11199994E-6,0.0,,Note,TDS 2014B - 15:25:53   02/07/2025,,6.11199994E-6,140.0000006E-3,,Note,TDS 2014B - 15:25:53   02/07/2025,,6.11199994E-6,-4.55999994,
,,,6.11399992E-6,-15.9999989E-3,,,,,6.11399992E-6,140.0000006E-3,,,,,6.11399992E-6,-4.55999994,
,,,6.11599989E-6,0.0,,,,,6.11599989E-6,159.99999642E-3,,,,,6.11599989E-6,-4.63999987,
,,,6.11799987E-6,0.0,,,,,6.11799987E-6,140.0000006E-3,,,,,6.11799987E-6,-4.48000002,
,,,6.11999985E-6,0.0,,,,,6.11999985E-6,159.99999642E-3,,,,,6.11999985E-6,-4.55999994,
,,,6.12199983E-6,0.0,,,,,6.12199983E-6,140.0000006E-3,,,,,6.12199983E-6,-4.48000002,
,,,6.12399981E-6,0.0,,,,,6.12399981E-6,159.99999642E-3,,,,,6.12399981E-6,-4.55999994,
,,,6.12599979E-6,0.0,,,,,6.12599979E-6,140.0000006E-3,,,,,6.12599979E-6,-4.55999994,
,,,6.12799977E-6,0.0,,,,,6.12799977E-6,159.99999642E-3,,,,,6.12799977E-6,-4.55999994,
,,,6.12999975E-6,0.0,,,,,6.12999975E-6,119.9999973E-3,,,,,6.12999975E-6,-4.55999994,
,,,6.13199973E-6,0.0,,,,,6.13199973E-6,159.99999642E-3,,,,,6.13199973E-6,-4.48000002,
,,,6.13399970E-6,7.999999449E-3,,,,,6.13399970E-6,179.99999225E-3,,,,,6.13399970E-6,-4.55999994,
,,,6.13599968E-6,0.0,,,,,6.13599968E-6,140.0000006E-3,,,,,6.13599968E-6,-4.63999987,
,,,6.13799966E-6,0.0,,,,,6.13799966E-6,140.0000006E-3,,,,,6.13799966E-6,-4.63999987,
,,,6.13999964E-6,0.0,,,,,6.13999964E-6,140.0000006E-3,,,,,6.13999964E-6,-4.55999994,
,,,6.14199962E-6,0.0,,,,,6.14199962E-6,140.0000006E-3,,,,,6.14199962E-6,-4.63999987,
,,,6.14399960E-6,-7.999999449E-3,,,,,6.14399960E-6,119.9999973E-3,,,,,6.14399960E-6,-4.55999994,
,,,6.14600003E-6,7.999999449E-3,,,,,6.14600003E-6,179.99999225E-3,,,,,6.14600003E-6,-4.55999994,
,,,6.14800001E-6,7.999999449E-3,,,,,6.14800001E-6,140.0000006E-3,,,,,6.14800001E-6,-4.55999994,
,,,6.14999999E-6,0.0,,,,,6.14999999E-6,140.0000006E-3,,,,,6.14999999E-6,-4.63999987,
,,,6.15199997E-6,0.0,,,,,6.15199997E-6,159.99999642E-3,,,,,6.15199997E-6,-4.63999987,
,,,6.15399995E-6,0.0,,,,,6.15399995E-6,159.99999642E-3,,,,,6.15399995E-6,-4.55999994,
,,,6.15599993E-6,0.0,,,,,6.15599993E-6,159.99999642E-3,,,,,6.15599993E-6,-4.55999994,
,,,6.15799991E-6,0.0,,,,,6.15799991E-6,179.99999225E-3,,,,,6.15799991E-6,-4.55999994,
,,,6.15999988E-6,0.0,,,,,6.15999988E-6,159.99999642E-3,,,,,6.15999988E-6,-4.55999994,
,,,6.16199986E-6,0.0,,,,,6.16199986E-6,159.99999642E-3,,,,,6.16199986E-6,-4.63999987,
,,,6.16399984E-6,0.0,,,,,6.16399984E-6,159.99999642E-3,,,,,6.16399984E-6,-4.71999979,
,,,6.16599982E-6,7.999999449E-3,,,,,6.16599982E-6,159.99999642E-3,,,,,6.16599982E-6,-4.55999994,
,,,6.16799980E-6,-7.999999449E-3,,,,,6.16799980E-6,159.99999642E-3,,,,,6.16799980E-6,-4.63999987,
,,,6.16999978E-6,-7.999999449E-3,,,,,6.16999978E-6,159.99999642E-3,,,,,6.16999978E-6,-4.55999994,
,,,6.17199976E-6,7.999999449E-3,,,,,6.17199976E-6,159.99999642E-3,,,,,6.17199976E-6,-4.55999994,
,,,6.17399974E-6,0.0,,,,,6.17399974E-6,140.0000006E-3,,,,,6.17399974E-6,-4.71999979,
,,,6.17599972E-6,-7.999999449E-3,,,,,6.17599972E-6,140.0000006E-3,,,,,6.17599972E-6,-4.55999994,
,,,6.17799969E-6,-7.999999449E-3,,,,,6.17799969E-6,140.0000006E-3,,,,,6.17799969E-6,-4.55999994,
,,,6.17999967E-6,7.999999449E-3,,,,,6.17999967E-6,119.9999973E-3,,,,,6.17999967E-6,-4.55999994,
,,,6.18199965E-6,0.0,,,,,6.18199965E-6,179.99999225E-3,,,,,6.18199965E-6,-4.63999987,
,,,6.18399963E-6,0.0,,,,,6.18399963E-6,140.0000006E-3,,,,,6.18399963E-6,-4.55999994,
,,,6.18599961E-6,-7.999999449E-3,,,,,6.18599961E-6,159.99999642E-3,,,,,6.18599961E-6,-4.71999979,
,,,6.18800004E-6,0.0,,,,,6.18800004E-6,159.99999642E-3,,,,,6.18800004E-6,-4.55999994,
,,,6.19000002E-6,7.999999449E-3,,,,,6.19000002E-6,179.99999225E-3,,,,,6.19000002E-6,-4.48000002,
