Record Length,2500,Points,1.2000000E-6,-7.999999449E-3,,Record Length,2500,Points,1.2000000E-6,0.0,,Record Length,2500,Points,1.2000000E-6,-4.55999994,
Sample Interval,39.99999976E-9,s,1.2400001E-6,0.0,,Sample Interval,39.99999976E-9,s,1.2400001E-6,-39.99999911E-3,,Sample Interval,39.99999976E-9,s,1.2400001E-6,-4.63999987,
Trigger Point,-30.00000124,Samples,1.2800000E-6,7.999999449E-3,,Trigger Point,-30.00000124,Samples,1.2800000E-6,0.0,,Trigger Point,-30.00000124,Samples,1.2800000E-6,-4.55999994,
,,,1.3200000E-6,0.0,,,,,1.3200000E-6,-39.99999911E-3,,,,,1.3200000E-6,-4.55999994,
,,,1.3600001E-6,7.999999449E-3,,,,,1.3600001E-6,0.0,,,,,1.3600001E-6,-4.55999994,
,,,1.4000001E-6,7.999999449E-3,,,,,1.4000001E-6,-79.999998212E-3,,,,,1.4000001E-6,-4.55999994,
Source,CH1,,1.4400000E-6,0.0,,Source,CH3,,1.4400000E-6,-39.99999911E-3,,Source,CH4,,1.4400000E-6,-4.48000002,
Vertical Units,Volts,,1.4800000E-6,0.0,,Vertical Units,Volts,,1.4800000E-6,0.0,,Vertical Units,Volts,,1.4800000E-6,-4.55999994,
Vertical Scale,204.78123589E-3,,1.5200001E-6,-7.999999449E-3,,Vertical Scale,1.0239062,,1.5200001E-6,0.0,,Vertical Scale,2.0478125,,1.5200001E-6,-4.63999987,
Vertical Offset,0,,1.5600000E-6,0.0,,Vertical Offset,0,,1.5600000E-6,0.0,,Vertical Offset,0,,1.5600000E-6,-4.55999994,
Horizontal Units,s,,1.6000000E-6,0.0,,Horizontal Units,s,,1.6000000E-6,-39.99999911E-3,,Horizontal Units,s,,1.6000000E-6,-4.55999994,
Horizontal Scale,9.999999939E-6,,1.6400001E-6,0.0,,Horizontal Scale,9.999999939E-6,,1.6400001E-6,39.99999911E-3,,Horizontal Scale,9.999999939E-6,,1.6400001E-6,-4.55999994,
Pt Fmt,Y,,1.6800001E-6,0.0,,Pt Fmt,Y,,1.6800001E-6,39.99999911E-3,,Pt Fmt,Y,,1.6800001E-6,-4.48000002,
Yzero,468.792919274E-3,,1.7200000E-6,0.0,,Yzero,-1.9533038,,1.7200000E-6,0.0,,Yzero,0.0,,1.7200000E-6,-4.48000002,
Probe Atten,1.000000,,1.7600000E-6,7.999999449E-3,,Probe Atten,1.000000,,1.7600000E-6,-39.99999911E-3,,Probe Atten,1.000000,,1.7600000E-6,-4.63999987,
,,,1.8000001E-6,7.999999449E-3,,,,,1.8000001E-6,-39.99999911E-3,,,,,1.8000001E-6,-4.63999987,
Note,TDS 2014B - 14:07:32   29/06/2025,,1.8400001E-6,7.999999449E-3,,Note,TDS 2014B - 14:07:32   29/06/2025,,1.8400001E-6,-39.99999911E-3,,Note,TDS 2014B - 14:07:32   29/06/2025,,1.8400001E-6,-4.63999987,
,,,1.8800000E-6,0.0,,,,,1.8800000E-6,0.0,,,,,1.8800000E-6,-4.48000002,
,,,1.9199999E-6,0.0,,,,,1.9199999E-6,0.0,,,,,1.9199999E-6,-4.55999994,
,,,1.9600000E-6,0.0,,,,,1.9600000E-6,0.0,,,,,1.9600000E-6,-4.48000002,
