Record Length,2500,Points,4.09999984E-6,7.999999449E-3,,Record Length,2500,Points,4.09999984E-6,0.0,,Record Length,2500,Points,4.09999984E-6,-4.63999987,
Sample Interval,9.999999939E-9,s,4.10999974E-6,7.999999449E-3,,Sample Interval,9.999999939E-9,s,4.10999974E-6,-19.9999996E-3,,Sample Interval,9.999999939E-9,s,4.10999974E-6,-4.55999994,
Trigger Point,-409.999986677,Samples,4.11999963E-6,0.0,,Trigger Point,-409.999986677,Samples,4.11999963E-6,-19.9999996E-3,,Trigger Point,-409.999986677,Samples,4.11999963E-6,-4.55999994,
,,,4.12999998E-6,7.999999449E-3,,,,,4.12999998E-6,-19.9999996E-3,,,,,4.12999998E-6,-4.63999987,
,,,4.13999987E-6,7.999999449E-3,,,,,4.13999987E-6,19.9999996E-3,,,,,4.13999987E-6,-4.71999979,
,,,4.14999977E-6,7.999999449E-3,,,,,4.14999977E-6,-19.9999996E-3,,,,,4.14999977E-6,-4.63999987,
Source,CH1,,4.15999966E-6,7.999999449E-3,,Source,CH3,,4.15999966E-6,19.9999996E-3,,Source,CH4,,4.15999966E-6,-4.55999994,
Vertical Units,Volts,,4.17000001E-6,0.0,,Vertical Units,Volts,,4.17000001E-6,-19.9999996E-3,,Vertical Units,Volts,,4.17000001E-6,-4.63999987,
Vertical Scale,204.78123589E-3,,4.17999991E-6,7.999999449E-3,,Vertical Scale,511.953113557E-3,,4.17999991E-6,-19.9999996E-3,,Vertical Scale,2.0478125,,4.17999991E-6,-4.55999994,
Vertical Offset,0,,4.18999980E-6,0.0,,Vertical Offset,0,,4.18999980E-6,0.0,,Vertical Offset,0,,4.18999980E-6,-4.55999994,
Horizontal Units,s,,4.19999969E-6,7.999999449E-3,,Horizontal Units,s,,4.19999969E-6,0.0,,Horizontal Units,s,,4.19999969E-6,-4.79999971,
Horizontal Scale,2.5000000E-6,,4.21000004E-6,0.0,,Horizontal Scale,2.5000000E-6,,4.21000004E-6,0.0,,Horizontal Scale,2.5000000E-6,,4.21000004E-6,-4.63999987,
Pt Fmt,Y,,4.21999994E-6,7.999999449E-3,,Pt Fmt,Y,,4.21999994E-6,19.9999996E-3,,Pt Fmt,Y,,4.21999994E-6,-4.55999994,
Yzero,468.792919274E-3,,4.22999983E-6,0.0,,Yzero,-1.9533038,,4.22999983E-6,19.9999996E-3,,Yzero,0.0,,4.22999983E-6,-4.48000002,
