Time(s),CHAN1(V),CHAN2(V)
-0.013128,0.536214,0.010301
-0.013125,0.536214,0.030402
-0.013122,0.536214,0.030402
-0.013118,0.536214,0.010301
-0.013115,0.536214,0.030402
-0.013112,0.536214,0.030402
-0.013109,0.516113,0.030402
-0.013106,0.536214,0.010301
-0.013102,0.516113,0.030402
-0.013099,0.516113,0.030402
-0.013096,0.516113,0.030402
-0.013093,0.516113,0.030402
-0.013090,0.516113,0.030402
-0.013086,0.536214,0.030402
-0.013083,0.516113,0.030402
-0.013080,0.516113,0.030402
-0.013077,0.536214,0.030402
-0.013074,0.516113,0.050502
-0.013070,0.516113,0.050502
-0.013067,0.516113,0.050502
-0.013064,0.516113,0.050502
-0.013061,0.496013,0.030402
-0.013058,0.496013,0.030402
-0.013054,0.516113,0.030402
-0.013051,0.516113,0.030402
-0.013048,0.516113,0.050502
-0.013045,0.516113,0.030402
-0.013042,0.496013,0.030402
-0.013038,0.516113,0.050502
-0.013035,0.516113,0.050502
-0.013032,0.516113,0.050502
-0.013029,0.516113,0.030402
-0.013026,0.516113,0.030402
-0.013022,0.496013,0.030402
-0.013019,0.496013,0.030402
-0.013016,0.516113,0.030402
-0.013013,0.496013,0.030402
-0.013010,0.516113,0.030402
-0.013006,0.496013,0.030402
-0.013003,0.496013,0.030402
-0.013000,0.496013,0.030402
-0.012997,0.496013,0.030402
-0.012994,0.496013,0.050502
-0.012990,0.496013,0.050502
-0.012987,0.496013,0.050502
-0.012984,0.496013,0.050502
-0.012981,0.496013,0.030402
-0.012978,0.496013,0.010301
-0.012974,0.496013,0.030402
-0.012971,0.496013,0.030402
-0.012968,0.496013,0.030402
-0.012965,0.496013,0.030402
-0.012962,0.475912,0.010301
-0.012958,0.475912,0.010301
-0.012955,0.496013,0.030402
-0.012952,0.496013,0.010301
-0.012949,0.475912,0.010301
-0.012946,0.475912,0.010301
-0.012942,0.475912,0.010301
-0.012939,0.475912,0.010301
-0.012936,0.475912,0.030402
-0.012933,0.475912,0.010301
-0.012930,0.475912,0.010301
-0.012926,0.455811,0.010301
-0.012923,0.475912,0.010301
-0.012920,0.475912,0.010301
-0.012917,0.475912,0.010301
-0.012914,0.475912,0.030402
-0.012910,0.455811,0.030402
-0.012907,0.475912,0.030402
-0.012904,0.475912,0.010301
-0.012901,0.475912,0.030402
-0.012898,0.475912,0.030402
-0.012894,0.475912,0.010301
-0.012891,0.475912,0.030402
-0.012888,0.475912,0.030402
-0.012885,0.455811,0.030402
-0.012882,0.455811,0.030402
-0.012878,0.455811,0.010301
-0.012875,0.455811,0.010301
-0.012872,0.475912,0.010301
-0.012869,0.455811,0.010301
-0.012866,0.455811,-0.009799
-0.012862,0.455811,0.010301
-0.012859,0.455811,0.010301
-0.012856,0.455811,0.010301
-0.012853,0.455811,0.010301
-0.012850,0.455811,0.010301
-0.012846,0.435711,0.010301
-0.012843,0.435711,0.030402
-0.012840,0.435711,0.030402
-0.012837,0.435711,0.030402
-0.012834,0.435711,0.030402
-0.012830,0.455811,0.010301
-0.012827,0.455811,0.030402
-0.012824,0.455811,0.030402
-0.012821,0.455811,0.010301
-0.012818,0.455811,0.030402
-0.012814,0.435711,0.030402
-0.012811,0.435711,0.050502
-0.012808,0.455811,0.050502
-0.012805,0.435711,0.050502
-0.012802,0.435711,0.030402
-0.012798,0.455811,0.030402
-0.012795,0.435711,0.030402
-0.012792,0.435711,0.030402
-0.012789,0.435711,0.030402
-0.012786,0.435711,0.050502
-0.012782,0.435711,0.050502
-0.012779,0.435711,0.070603
-0.012776,0.435711,0.050502
-0.012773,0.415610,0.070603
-0.012770,0.415610,0.050502
-0.012766,0.435711,0.070603
-0.012763,0.435711,0.050502
-0.012760,0.435711,0.070603
-0.012757,0.435711,0.070603
-0.012754,0.415610,0.050502
-0.012750,0.415610,0.070603
-0.012747,0.415610,0.070603
-0.012744,0.415610,0.070603
-0.012741,0.415610,0.070603
-0.012738,0.415610,0.070603
-0.012734,0.415610,0.070603
-0.012731,0.435711,0.070603
-0.012728,0.415610,0.090704
-0.012725,0.415610,0.090704
-0.012722,0.415610,0.070603
-0.012718,0.415610,0.090704
-0.012715,0.415610,0.090704
-0.012712,0.415610,0.090704
-0.012709,0.415610,0.090704
-0.012706,0.415610,0.110804
-0.012702,0.415610,0.110804
-0.012699,0.415610,0.130904
-0.012696,0.415610,0.130904
-0.012693,0.415610,0.151005
-0.012690,0.415610,0.151005
-0.012686,0.415610,0.151005
-0.012683,0.415610,0.171106
-0.012680,0.395510,0.171106
-0.012677,0.415610,0.191206
-0.012674,0.395510,0.191206
-0.012670,0.415610,0.191206
-0.012667,0.395510,0.211307
-0.012664,0.395510,0.211307
-0.012661,0.395510,0.211307
-0.012658,0.395510,0.231407
-0.012654,0.395510,0.211307
-0.012651,0.395510,0.231407
-0.012648,0.375410,0.251507
-0.012645,0.395510,0.251507
-0.012642,0.395510,0.251507
-0.012638,0.395510,0.271608
-0.012635,0.395510,0.291709
-0.012632,0.395510,0.291709
-0.012629,0.395510,0.291709
-0.012626,0.395510,0.311809
-0.012622,0.375410,0.331910
-0.012619,0.375410,0.352010
-0.012616,0.375410,0.352010
-0.012613,0.375410,0.372111
-0.012610,0.375410,0.392211
-0.012606,0.375410,0.412311
-0.012603,0.395510,0.452513
-0.012600,0.395510,0.472613
-0.012597,0.375410,0.492713
-0.012594,0.375410,0.512814
-0.012590,0.375410,0.532914
-0.012587,0.375410,0.573115
-0.012584,0.375410,0.593216
-0.012581,0.375410,0.633417
-0.012578,0.375410,0.653517
-0.012574,0.375410,0.693719
-0.012571,0.375410,0.733919
-0.012568,0.375410,0.754020
-0.012565,0.375410,0.794221
-0.012562,0.355309,0.814321
-0.012558,0.375410,0.834422
-0.012555,0.355309,0.874623
-0.012552,0.375410,0.894724
-0.012549,0.375410,0.914824
-0.012546,0.375410,0.934924
-0.012542,0.375410,0.955025
-0.012539,0.375410,0.955025
-0.012536,0.355309,0.955025
-0.012533,0.355309,0.975125
-0.012530,0.355309,0.955025
-0.012526,0.375410,0.955025
-0.012523,0.375410,0.934924
-0.012520,0.355309,0.914824
-0.012517,0.355309,0.894724
-0.012514,0.355309,0.874623
-0.012510,0.355309,0.854522
-0.012507,0.355309,0.814321
-0.012504,0.355309,0.814321
-0.012501,0.355309,0.774120
-0.012498,0.355309,0.754020
-0.012494,0.355309,0.713819
-0.012491,0.355309,0.653517
-0.012488,0.355309,0.633417
-0.012485,0.355309,0.613316
-0.012482,0.355309,0.573115
-0.012478,0.335209,0.532914
-0.012475,0.335209,0.512814
-0.012472,0.335209,0.472613
-0.012469,0.355309,0.432412
-0.012466,0.335209,0.412311
-0.012462,0.335209,0.372111
-0.012459,0.335209,0.331910
-0.012456,0.335209,0.311809
-0.012453,0.335209,0.291709
-0.012450,0.335209,0.271608
-0.012446,0.335209,0.251507
-0.012443,0.335209,0.231407
-0.012440,0.335209,0.211307
-0.012437,0.335209,0.211307
-0.012434,0.335209,0.211307
-0.012430,0.335209,0.191206
-0.012427,0.335209,0.171106
-0.012424,0.335209,0.151005
-0.012421,0.335209,0.151005
-0.012418,0.315108,0.130904
-0.012414,0.315108,0.130904
-0.012411,0.335209,0.110804
-0.012408,0.335209,0.110804
-0.012405,0.335209,0.090704
-0.012402,0.315108,0.070603
-0.012398,0.315108,0.070603
-0.012395,0.315108,0.070603
-0.012392,0.315108,0.070603
-0.012389,0.315108,0.050502
-0.012386,0.315108,0.050502
-0.012382,0.335209,0.030402
-0.012379,0.335209,0.030402
-0.012376,0.315108,0.030402
-0.012373,0.315108,0.010301
-0.012370,0.315108,0.010301
-0.012366,0.315108,-0.009799
-0.012363,0.315108,-0.009799
-0.012360,0.315108,-0.009799
-0.012357,0.315108,-0.009799
-0.012354,0.315108,-0.009799
-0.012350,0.315108,-0.009799
-0.012347,0.315108,-0.009799
-0.012344,0.315108,-0.029900
-0.012341,0.295007,-0.029900
-0.012338,0.315108,-0.050000
-0.012334,0.295007,-0.050000
-0.012331,0.315108,-0.029900
-0.012328,0.295007,-0.029900
-0.012325,0.315108,-0.029900
-0.012322,0.315108,-0.029900
-0.012318,0.315108,-0.029900
-0.012315,0.295007,-0.029900
-0.012312,0.315108,-0.029900
-0.012309,0.295007,-0.029900
-0.012306,0.295007,-0.029900
-0.012302,0.295007,-0.029900
-0.012299,0.295007,-0.029900
-0.012296,0.295007,-0.029900
-0.012293,0.295007,-0.050000
-0.012290,0.295007,-0.029900
-0.012286,0.295007,-0.050000
-0.012283,0.274907,-0.050000
-0.012280,0.295007,-0.050000
-0.012277,0.295007,-0.050000
-0.012274,0.295007,-0.070101
-0.012270,0.274907,-0.050000
-0.012267,0.295007,-0.050000
-0.012264,0.295007,-0.070101
-0.012261,0.295007,-0.070101
-0.012258,0.295007,-0.070101
-0.012254,0.274907,-0.070101
-0.012251,0.274907,-0.070101
-0.012248,0.274907,-0.070101
-0.012245,0.295007,-0.070101
-0.012242,0.274907,-0.070101
-0.012238,0.295007,-0.070101
-0.012235,0.274907,-0.070101
-0.012232,0.274907,-0.070101
-0.012229,0.274907,-0.070101
-0.012226,0.274907,-0.070101
-0.012222,0.295007,-0.070101
-0.012219,0.274907,-0.070101
-0.012216,0.274907,-0.090201
-0.012213,0.274907,-0.070101
-0.012210,0.274907,-0.070101
-0.012206,0.274907,-0.090201
-0.012203,0.274907,-0.090201
-0.012200,0.274907,-0.070101
-0.012197,0.254806,-0.090201
-0.012194,0.274907,-0.090201
-0.012190,0.274907,-0.090201
-0.012187,0.274907,-0.090201
-0.012184,0.274907,-0.090201
-0.012181,0.254806,-0.110301
-0.012178,0.274907,-0.090201
-0.012174,0.274907,-0.110301
-0.012171,0.274907,-0.110301
-0.012168,0.254806,-0.090201
-0.012165,0.254806,-0.090201
-0.012162,0.274907,-0.090201
-0.012158,0.274907,-0.110301
-0.012155,0.254806,-0.110301
-0.012152,0.254806,-0.110301
-0.012149,0.254806,-0.110301
-0.012146,0.254806,-0.110301
-0.012142,0.254806,-0.110301
-0.012139,0.254806,-0.110301
-0.012136,0.254806,-0.110301
-0.012133,0.254806,-0.090201
-0.012130,0.254806,-0.110301
-0.012126,0.254806,-0.110301
-0.012123,0.254806,-0.110301
-0.012120,0.254806,-0.110301
-0.012117,0.254806,-0.090201
-0.012114,0.254806,-0.090201
-0.012110,0.234706,-0.110301
-0.012107,0.234706,-0.070101
-0.012104,0.254806,-0.090201
-0.012101,0.234706,-0.090201
-0.012098,0.234706,-0.110301
-0.012094,0.234706,-0.110301
-0.012091,0.234706,-0.110301
-0.012088,0.254806,-0.110301
-0.012085,0.254806,-0.110301
-0.012082,0.234706,-0.110301
-0.012078,0.234706,-0.110301
-0.012075,0.254806,-0.090201
-0.012072,0.234706,-0.110301
-0.012069,0.234706,-0.090201
-0.012066,0.254806,-0.110301
-0.012062,0.234706,-0.110301
-0.012059,0.234706,-0.110301
-0.012056,0.234706,-0.110301
-0.012053,0.234706,-0.110301
-0.012050,0.234706,-0.110301
-0.012046,0.234706,-0.110301
-0.012043,0.234706,-0.110301
-0.012040,0.214606,-0.110301
-0.012037,0.234706,-0.110301
-0.012034,0.234706,-0.110301
-0.012030,0.234706,-0.130402
-0.012027,0.234706,-0.130402
-0.012024,0.234706,-0.110301
-0.012021,0.234706,-0.130402
-0.012018,0.234706,-0.130402
-0.012014,0.214606,-0.110301
-0.012011,0.214606,-0.130402
-0.012008,0.214606,-0.130402
-0.012005,0.214606,-0.110301
-0.012002,0.214606,-0.130402
-0.011998,0.214606,-0.130402
-0.011995,0.214606,-0.130402
-0.011992,0.214606,-0.130402
-0.011989,0.214606,-0.130402
-0.011986,0.214606,-0.130402
-0.011982,0.214606,-0.110301
-0.011979,0.214606,-0.110301
-0.011976,0.214606,-0.110301
-0.011973,0.214606,-0.110301
-0.011970,0.214606,-0.110301
-0.011966,0.214606,-0.110301
-0.011963,0.194505,-0.090201
-0.011960,0.214606,-0.110301
-0.011957,0.194505,-0.110301
-0.011954,0.214606,-0.110301
-0.011950,0.194505,-0.110301
-0.011947,0.214606,-0.110301
-0.011944,0.214606,-0.090201
-0.011941,0.194505,-0.110301
-0.011938,0.214606,-0.110301
-0.011934,0.194505,-0.090201
-0.011931,0.194505,-0.090201
-0.011928,0.214606,-0.110301
-0.011925,0.214606,-0.090201
-0.011922,0.194505,-0.090201
-0.011918,0.194505,-0.090201
-0.011915,0.194505,-0.090201
-0.011912,0.194505,-0.070101
-0.011909,0.174404,-0.070101
-0.011906,0.194505,-0.090201
-0.011902,0.194505,-0.070101
-0.011899,0.194505,-0.070101
-0.011896,0.174404,-0.090201
-0.011893,0.174404,-0.090201
-0.011890,0.194505,-0.070101
-0.011886,0.194505,-0.090201
-0.011883,0.194505,-0.070101
-0.011880,0.194505,-0.070101
-0.011877,0.174404,-0.070101
-0.011874,0.174404,-0.070101
-0.011870,0.174404,-0.070101
-0.011867,0.194505,-0.070101
-0.011864,0.194505,-0.090201
-0.011861,0.174404,-0.090201
-0.011858,0.174404,-0.090201
-0.011854,0.174404,-0.090201
-0.011851,0.194505,-0.070101
-0.011848,0.174404,-0.070101
-0.011845,0.174404,-0.090201
-0.011842,0.174404,-0.090201
-0.011838,0.174404,-0.090201
-0.011835,0.174404,-0.090201
-0.011832,0.194505,-0.090201
-0.011829,0.194505,-0.090201
-0.011826,0.174404,-0.090201
-0.011822,0.174404,-0.090201
-0.011819,0.174404,-0.090201
-0.011816,0.174404,-0.090201
-0.011813,0.154304,-0.110301
-0.011810,0.174404,-0.090201
-0.011806,0.174404,-0.090201
-0.011803,0.174404,-0.070101
-0.011800,0.154304,-0.070101
-0.011797,0.174404,-0.070101
-0.011794,0.174404,-0.090201
-0.011790,0.174404,-0.070101
-0.011787,0.154304,-0.090201
-0.011784,0.154304,-0.070101
-0.011781,0.154304,-0.090201
-0.011778,0.154304,-0.070101
-0.011774,0.154304,-0.070101
-0.011771,0.174404,-0.070101
-0.011768,0.154304,-0.070101
-0.011765,0.154304,-0.050000
-0.011762,0.154304,-0.070101
-0.011758,0.154304,-0.070101
-0.011755,0.154304,-0.070101
-0.011752,0.154304,-0.070101
-0.011749,0.154304,-0.070101
-0.011746,0.134204,-0.070101
-0.011742,0.134204,-0.070101
-0.011739,0.154304,-0.050000
-0.011736,0.154304,-0.070101
-0.011733,0.134204,-0.070101
-0.011730,0.134204,-0.070101
-0.011726,0.154304,-0.050000
-0.011723,0.134204,-0.070101
-0.011720,0.154304,-0.070101
-0.011717,0.134204,-0.070101
-0.011714,0.154304,-0.070101
-0.011710,0.134204,-0.090201
-0.011707,0.134204,-0.070101
-0.011704,0.154304,-0.070101
-0.011701,0.134204,-0.050000
-0.011698,0.134204,-0.070101
-0.011694,0.134204,-0.070101
-0.011691,0.134204,-0.070101
-0.011688,0.134204,-0.050000
-0.011685,0.134204,-0.050000
-0.011682,0.134204,-0.070101
-0.011678,0.134204,-0.070101
-0.011675,0.134204,-0.070101
-0.011672,0.134204,-0.070101
-0.011669,0.134204,-0.070101
-0.011666,0.114103,-0.050000
-0.011662,0.134204,-0.050000
-0.011659,0.134204,-0.050000
-0.011656,0.134204,-0.050000
-0.011653,0.134204,-0.050000
-0.011650,0.134204,-0.050000
-0.011646,0.114103,-0.050000
-0.011643,0.114103,-0.050000
-0.011640,0.134204,-0.050000
-0.011637,0.114103,-0.050000
-0.011634,0.114103,-0.050000
-0.011630,0.114103,-0.050000
-0.011627,0.114103,-0.050000
-0.011624,0.114103,-0.070101
-0.011621,0.114103,-0.070101
-0.011618,0.114103,-0.070101
-0.011614,0.114103,-0.090201
-0.011611,0.114103,-0.090201
-0.011608,0.114103,-0.050000
-0.011605,0.114103,-0.070101
-0.011602,0.114103,-0.070101
-0.011598,0.114103,-0.050000
-0.011595,0.114103,-0.070101
-0.011592,0.114103,-0.070101
-0.011589,0.114103,-0.050000
-0.011586,0.114103,-0.070101
-0.011582,0.114103,-0.050000
-0.011579,0.094002,-0.070101
-0.011576,0.094002,-0.050000
-0.011573,0.094002,-0.070101
-0.011570,0.094002,-0.070101
-0.011566,0.094002,-0.070101
-0.011563,0.114103,-0.070101
-0.011560,0.094002,-0.070101
-0.011557,0.094002,-0.050000
-0.011554,0.094002,-0.070101
-0.011550,0.094002,-0.070101
-0.011547,0.094002,-0.070101
-0.011544,0.094002,-0.070101
-0.011541,0.094002,-0.090201
-0.011538,0.094002,-0.090201
-0.011534,0.094002,-0.090201
-0.011531,0.094002,-0.110301
-0.011528,0.094002,-0.090201
-0.011525,0.094002,-0.110301
-0.011522,0.094002,-0.110301
-0.011518,0.094002,-0.090201
-0.011515,0.073902,-0.090201
-0.011512,0.073902,-0.090201
-0.011509,0.073902,-0.090201
-0.011506,0.073902,-0.090201
-0.011502,0.094002,-0.070101
-0.011499,0.073902,-0.070101
-0.011496,0.073902,-0.070101
-0.011493,0.073902,-0.070101
-0.011490,0.073902,-0.090201
-0.011486,0.073902,-0.090201
-0.011483,0.073902,-0.110301
-0.011480,0.073902,-0.090201
-0.011477,0.073902,-0.090201
-0.011474,0.073902,-0.070101
-0.011470,0.073902,-0.090201
-0.011467,0.073902,-0.070101
-0.011464,0.073902,-0.070101
-0.011461,0.073902,-0.090201
-0.011458,0.073902,-0.050000
-0.011454,0.073902,-0.070101
-0.011451,0.073902,-0.070101
-0.011448,0.073902,-0.090201
-0.011445,0.073902,-0.050000
-0.011442,0.073902,-0.070101
-0.011438,0.053802,-0.070101
-0.011435,0.053802,-0.070101
-0.011432,0.073902,-0.090201
-0.011429,0.053802,-0.070101
-0.011426,0.053802,-0.070101
-0.011422,0.053802,-0.070101
-0.011419,0.053802,-0.070101
-0.011416,0.073902,-0.070101
-0.011413,0.053802,-0.070101
-0.011410,0.073902,-0.070101
-0.011406,0.053802,-0.050000
-0.011403,0.053802,-0.070101
-0.011400,0.053802,-0.070101
-0.011397,0.053802,-0.050000
-0.011394,0.053802,-0.070101
-0.011390,0.053802,-0.050000
-0.011387,0.053802,-0.050000
-0.011384,0.053802,-0.050000
-0.011381,0.053802,-0.029900
-0.011378,0.033701,-0.050000
-0.011374,0.053802,-0.050000
-0.011371,0.053802,-0.050000
-0.011368,0.053802,-0.050000
-0.011365,0.053802,-0.029900
-0.011362,0.053802,-0.070101
-0.011358,0.033701,-0.070101
-0.011355,0.053802,-0.050000
-0.011352,0.033701,-0.070101
-0.011349,0.033701,-0.050000
-0.011346,0.033701,-0.050000
-0.011342,0.033701,-0.050000
-0.011339,0.033701,-0.050000
-0.011336,0.033701,-0.050000
-0.011333,0.053802,-0.050000
-0.011330,0.033701,-0.050000
-0.011326,0.033701,-0.050000
-0.011323,0.033701,-0.050000
-0.011320,0.033701,-0.029900
-0.011317,0.033701,-0.029900
-0.011314,0.033701,-0.050000
-0.011310,0.033701,-0.029900
-0.011307,0.033701,-0.009799
-0.011304,0.033701,-0.029900
-0.011301,0.033701,-0.029900
-0.011298,0.033701,-0.029900
-0.011294,0.033701,-0.050000
-0.011291,0.033701,-0.029900
-0.011288,0.033701,-0.029900
-0.011285,0.033701,-0.050000
-0.011282,0.033701,-0.029900
-0.011278,0.033701,-0.050000
-0.011275,0.013601,-0.029900
-0.011272,0.033701,-0.050000
-0.011269,0.013601,-0.050000
-0.011266,0.013601,-0.029900
-0.011262,0.033701,-0.029900
-0.011259,0.013601,-0.050000
-0.011256,0.033701,-0.050000
-0.011253,0.013601,-0.050000
-0.011250,0.013601,-0.050000
-0.011246,0.013601,-0.050000
-0.011243,0.013601,-0.050000
-0.011240,0.013601,-0.029900
-0.011237,0.013601,-0.029900
-0.011234,0.013601,-0.029900
-0.011230,0.013601,-0.050000
-0.011227,-0.006500,-0.029900
-0.011224,0.013601,-0.029900
-0.011221,0.013601,-0.029900
-0.011218,0.013601,-0.029900
-0.011214,0.013601,-0.050000
-0.011211,0.013601,-0.029900
-0.011208,0.013601,-0.050000
-0.011205,0.013601,-0.050000
-0.011202,-0.006500,-0.029900
-0.011198,-0.006500,-0.029900
-0.011195,-0.006500,-0.029900
-0.011192,-0.006500,-0.029900
-0.011189,-0.006500,-0.029900
-0.011186,-0.006500,-0.029900
-0.011182,-0.006500,-0.029900
-0.011179,-0.006500,-0.029900
-0.011176,-0.006500,-0.029900
-0.011173,-0.006500,-0.009799
-0.011170,-0.006500,-0.029900
-0.011166,-0.006500,-0.009799
-0.011163,-0.006500,-0.009799
-0.011160,-0.006500,-0.029900
-0.011157,-0.006500,-0.009799
-0.011154,-0.006500,-0.009799
-0.011150,-0.006500,-0.009799
-0.011147,-0.006500,-0.009799
-0.011144,-0.006500,-0.009799
-0.011141,-0.026600,-0.009799
-0.011138,-0.026600,-0.009799
-0.011134,-0.006500,-0.009799
-0.011131,-0.006500,-0.009799
-0.011128,-0.026600,-0.029900
-0.011125,-0.006500,-0.009799
-0.011122,-0.026600,-0.009799
-0.011118,-0.026600,-0.009799
-0.011115,-0.026600,-0.009799
-0.011112,-0.026600,-0.029900
-0.011109,-0.026600,-0.009799
-0.011106,-0.026600,-0.009799
-0.011102,-0.026600,-0.009799
-0.011099,-0.026600,-0.009799
-0.011096,-0.026600,-0.009799
-0.011093,-0.026600,-0.009799
-0.011090,-0.026600,-0.029900
-0.011086,-0.026600,-0.009799
-0.011083,-0.026600,-0.009799
-0.011080,-0.026600,-0.009799
-0.011077,-0.026600,-0.009799
-0.011074,-0.026600,-0.029900
-0.011070,-0.026600,-0.029900
-0.011067,-0.026600,-0.029900
-0.011064,-0.026600,-0.029900
-0.011061,-0.026600,-0.029900
-0.011058,-0.026600,-0.029900
-0.011054,-0.026600,-0.050000
-0.011051,-0.026600,-0.050000
-0.011048,-0.046701,-0.050000
-0.011045,-0.026600,-0.050000
-0.011042,-0.046701,-0.050000
-0.011038,-0.046701,-0.050000
-0.011035,-0.046701,-0.050000
-0.011032,-0.026600,-0.050000
-0.011029,-0.046701,-0.050000
-0.011026,-0.046701,-0.050000
-0.011022,-0.026600,-0.050000
-0.011019,-0.046701,-0.050000
-0.011016,-0.046701,-0.050000
-0.011013,-0.046701,-0.029900
-0.011010,-0.026600,-0.029900
-0.011006,-0.046701,-0.029900
-0.011003,-0.046701,-0.050000
-0.011000,-0.046701,-0.029900
-0.010997,-0.046701,-0.029900
-0.010994,-0.046701,-0.029900
-0.010990,-0.046701,-0.029900
-0.010987,-0.046701,-0.029900
-0.010984,-0.066801,-0.029900
-0.010981,-0.066801,-0.029900
-0.010978,-0.066801,-0.029900
-0.010974,-0.066801,-0.029900
-0.010971,-0.046701,-0.029900
-0.010968,-0.046701,-0.029900
-0.010965,-0.066801,-0.029900
-0.010962,-0.066801,-0.050000
-0.010958,-0.066801,-0.029900
-0.010955,-0.066801,-0.029900
-0.010952,-0.066801,-0.029900
-0.010949,-0.066801,-0.029900
-0.010946,-0.066801,-0.029900
-0.010942,-0.066801,-0.050000
-0.010939,-0.066801,-0.029900
-0.010936,-0.066801,-0.029900
-0.010933,-0.066801,-0.029900
-0.010930,-0.066801,-0.029900
-0.010926,-0.086902,-0.009799
-0.010923,-0.066801,-0.029900
-0.010920,-0.066801,-0.029900
-0.010917,-0.066801,-0.029900
-0.010914,-0.066801,-0.029900
-0.010910,-0.086902,-0.009799
-0.010907,-0.086902,-0.029900
-0.010904,-0.066801,-0.029900
-0.010901,-0.066801,-0.029900
-0.010898,-0.066801,-0.029900
-0.010894,-0.086902,-0.029900
-0.010891,-0.086902,-0.029900
-0.010888,-0.086902,-0.029900
-0.010885,-0.086902,-0.029900
-0.010882,-0.086902,-0.029900
-0.010878,-0.086902,-0.029900
-0.010875,-0.086902,-0.029900
-0.010872,-0.086902,-0.029900
-0.010869,-0.086902,-0.029900
-0.010866,-0.086902,-0.029900
-0.010862,-0.086902,-0.029900
-0.010859,-0.086902,-0.050000
-0.010856,-0.086902,-0.029900
-0.010853,-0.107003,-0.029900
-0.010850,-0.086902,-0.029900
-0.010846,-0.086902,-0.029900
-0.010843,-0.086902,-0.029900
-0.010840,-0.086902,-0.009799
-0.010837,-0.086902,-0.009799
-0.010834,-0.086902,-0.009799
-0.010830,-0.107003,-0.009799
-0.010827,-0.107003,-0.009799
-0.010824,-0.107003,-0.009799
-0.010821,-0.107003,-0.029900
-0.010818,-0.107003,-0.029900
-0.010814,-0.107003,-0.009799
-0.010811,-0.107003,-0.009799
-0.010808,-0.107003,-0.009799
-0.010805,-0.107003,-0.009799
-0.010802,-0.107003,-0.029900
-0.010798,-0.107003,-0.029900
-0.010795,-0.107003,-0.009799
-0.010792,-0.107003,-0.009799
-0.010789,-0.107003,-0.029900
-0.010786,-0.107003,-0.029900
-0.010782,-0.107003,-0.029900
-0.010779,-0.107003,-0.029900
-0.010776,-0.107003,-0.029900
-0.010773,-0.107003,-0.029900
-0.010770,-0.107003,-0.029900
-0.010766,-0.107003,-0.029900
-0.010763,-0.107003,-0.029900
-0.010760,-0.127103,-0.029900
-0.010757,-0.127103,-0.009799
-0.010754,-0.107003,-0.009799
-0.010750,-0.127103,-0.029900
-0.010747,-0.127103,-0.029900
-0.010744,-0.127103,-0.029900
-0.010741,-0.127103,-0.029900
-0.010738,-0.127103,-0.009799
-0.010734,-0.127103,-0.029900
-0.010731,-0.127103,-0.029900
-0.010728,-0.127103,-0.029900
-0.010725,-0.127103,-0.029900
-0.010722,-0.127103,-0.029900
-0.010718,-0.147204,-0.029900
-0.010715,-0.127103,-0.029900
-0.010712,-0.127103,-0.009799
-0.010709,-0.127103,-0.029900
-0.010706,-0.127103,-0.009799
-0.010702,-0.127103,-0.029900
-0.010699,-0.127103,-0.009799
-0.010696,-0.127103,-0.029900
-0.010693,-0.127103,-0.029900
-0.010690,-0.127103,-0.029900
-0.010686,-0.127103,-0.029900
-0.010683,-0.127103,-0.029900
-0.010680,-0.147204,-0.029900
-0.010677,-0.127103,-0.029900
-0.010674,-0.147204,-0.050000
-0.010670,-0.147204,-0.009799
-0.010667,-0.147204,-0.050000
-0.010664,-0.127103,-0.029900
-0.010661,-0.147204,-0.029900
-0.010658,-0.147204,-0.009799
-0.010654,-0.147204,-0.029900
-0.010651,-0.147204,-0.029900
-0.010648,-0.147204,-0.029900
-0.010645,-0.147204,-0.029900
-0.010642,-0.147204,-0.029900
-0.010638,-0.147204,-0.029900
-0.010635,-0.147204,-0.009799
-0.010632,-0.147204,-0.050000
-0.010629,-0.147204,-0.029900
-0.010626,-0.147204,-0.029900
-0.010622,-0.167304,-0.050000
-0.010619,-0.147204,-0.050000
-0.010616,-0.147204,-0.050000
-0.010613,-0.167304,-0.050000
-0.010610,-0.167304,-0.050000
-0.010606,-0.147204,-0.050000
-0.010603,-0.167304,-0.029900
-0.010600,-0.167304,-0.029900
-0.010597,-0.167304,-0.050000
-0.010594,-0.147204,-0.050000
-0.010590,-0.167304,-0.029900
-0.010587,-0.167304,-0.050000
-0.010584,-0.167304,-0.029900
-0.010581,-0.167304,-0.050000
-0.010578,-0.167304,-0.050000
-0.010574,-0.167304,-0.050000
-0.010571,-0.167304,-0.029900
-0.010568,-0.167304,-0.029900
-0.010565,-0.167304,-0.029900
-0.010562,-0.167304,-0.050000
-0.010558,-0.167304,-0.029900
-0.010555,-0.167304,-0.029900
-0.010552,-0.167304,-0.050000
-0.010549,-0.167304,-0.029900
-0.010546,-0.167304,-0.050000
-0.010542,-0.167304,-0.050000
-0.010539,-0.187405,-0.050000
-0.010536,-0.167304,-0.050000
-0.010533,-0.187405,-0.050000
-0.010530,-0.167304,-0.050000
-0.010526,-0.187405,-0.050000
-0.010523,-0.167304,-0.070101
-0.010520,-0.187405,-0.029900
-0.010517,-0.187405,-0.050000
-0.010514,-0.187405,-0.050000
-0.010510,-0.187405,-0.050000
-0.010507,-0.187405,-0.050000
-0.010504,-0.167304,-0.029900
-0.010501,-0.187405,-0.050000
-0.010498,-0.187405,-0.050000
