Time(s),CHAN1(V),CHAN2(V)
-0.024293,-0.187405,-0.009799
-0.024290,-0.167304,-0.029900
-0.024286,-0.167304,-0.009799
-0.024283,-0.187405,-0.029900
-0.024280,-0.167304,-0.029900
-0.024277,-0.167304,-0.050000
-0.024274,-0.167304,-0.029900
-0.024270,-0.167304,-0.029900
-0.024267,-0.167304,-0.029900
-0.024264,-0.167304,-0.029900
-0.024261,-0.187405,-0.029900
-0.024258,-0.167304,-0.029900
-0.024254,-0.167304,-0.029900
-0.024251,-0.167304,-0.029900
-0.024248,-0.167304,-0.029900
-0.024245,-0.167304,-0.009799
-0.024242,-0.167304,-0.029900
-0.024238,-0.167304,-0.009799
-0.024235,-0.167304,-0.009799
-0.024232,-0.167304,-0.009799
-0.024229,-0.167304,-0.029900
-0.024226,-0.167304,-0.009799
-0.024222,-0.167304,-0.009799
-0.024219,-0.167304,-0.009799
-0.024216,-0.147204,-0.029900
-0.024213,-0.167304,-0.009799
-0.024210,-0.167304,-0.009799
-0.024206,-0.147204,-0.029900
-0.024203,-0.167304,-0.009799
-0.024200,-0.167304,-0.009799
-0.024197,-0.167304,-0.029900
-0.024194,-0.167304,-0.009799
-0.024190,-0.147204,-0.009799
-0.024187,-0.167304,-0.009799
-0.024184,-0.167304,0.010301
-0.024181,-0.167304,-0.009799
-0.024178,-0.167304,-0.009799
-0.024174,-0.167304,-0.009799
-0.024171,-0.187405,-0.009799
-0.024168,-0.167304,-0.029900
-0.024165,-0.167304,-0.009799
-0.024162,-0.167304,-0.029900
-0.024158,-0.167304,-0.009799
-0.024155,-0.167304,-0.009799
-0.024152,-0.167304,-0.009799
-0.024149,-0.167304,-0.009799
-0.024146,-0.167304,-0.029900
-0.024142,-0.167304,-0.009799
-0.024139,-0.167304,-0.009799
-0.024136,-0.167304,-0.009799
-0.024133,-0.167304,-0.029900
-0.024130,-0.167304,-0.029900
-0.024126,-0.167304,-0.029900
-0.024123,-0.147204,-0.029900
-0.024120,-0.167304,-0.050000
-0.024117,-0.167304,-0.029900
-0.024114,-0.167304,-0.029900
-0.024110,-0.167304,-0.029900
-0.024107,-0.167304,-0.029900
-0.024104,-0.167304,-0.050000
-0.024101,-0.167304,-0.029900
-0.024098,-0.167304,-0.029900
-0.024094,-0.167304,-0.050000
-0.024091,-0.167304,-0.050000
-0.024088,-0.167304,-0.029900
-0.024085,-0.167304,-0.009799
-0.024082,-0.147204,-0.029900
-0.024078,-0.167304,-0.029900
-0.024075,-0.167304,-0.009799
-0.024072,-0.167304,-0.029900
-0.024069,-0.167304,-0.029900
-0.024066,-0.167304,-0.029900
-0.024062,-0.167304,-0.050000
-0.024059,-0.167304,-0.029900
-0.024056,-0.167304,-0.029900
-0.024053,-0.167304,-0.050000
-0.024050,-0.167304,-0.050000
-0.024046,-0.167304,-0.050000
-0.024043,-0.167304,-0.050000
-0.024040,-0.167304,-0.029900
-0.024037,-0.167304,-0.029900
-0.024034,-0.167304,-0.029900
-0.024030,-0.167304,-0.050000
-0.024027,-0.167304,-0.050000
-0.024024,-0.167304,-0.050000
-0.024021,-0.167304,-0.029900
-0.024018,-0.147204,-0.050000
-0.024014,-0.167304,-0.050000
-0.024011,-0.147204,-0.050000
-0.024008,-0.167304,-0.050000
-0.024005,-0.147204,-0.050000
-0.024002,-0.167304,-0.050000
-0.023998,-0.147204,-0.050000
-0.023995,-0.167304,-0.050000
-0.023992,-0.167304,-0.050000
-0.023989,-0.147204,-0.050000
-0.023986,-0.167304,-0.050000
-0.023982,-0.167304,-0.029900
-0.023979,-0.167304,-0.029900
-0.023976,-0.167304,-0.029900
-0.023973,-0.167304,-0.029900
-0.023970,-0.167304,-0.050000
-0.023966,-0.147204,-0.029900
-0.023963,-0.167304,-0.029900
-0.023960,-0.147204,-0.029900
-0.023957,-0.147204,-0.029900
-0.023954,-0.147204,-0.029900
-0.023950,-0.167304,-0.050000
-0.023947,-0.167304,-0.029900
-0.023944,-0.147204,-0.029900
-0.023941,-0.167304,-0.050000
-0.023938,-0.147204,-0.050000
-0.023934,-0.167304,-0.050000
-0.023931,-0.147204,-0.050000
-0.023928,-0.167304,-0.050000
-0.023925,-0.147204,-0.050000
-0.023922,-0.167304,-0.050000
-0.023918,-0.167304,-0.029900
-0.023915,-0.167304,-0.029900
-0.023912,-0.167304,-0.050000
-0.023909,-0.147204,-0.050000
-0.023906,-0.167304,-0.050000
-0.023902,-0.147204,-0.050000
-0.023899,-0.167304,-0.050000
-0.023896,-0.147204,-0.050000
-0.023893,-0.167304,-0.050000
-0.023890,-0.147204,-0.050000
-0.023886,-0.147204,-0.029900
-0.023883,-0.167304,-0.029900
-0.023880,-0.167304,-0.050000
-0.023877,-0.147204,-0.050000
-0.023874,-0.167304,-0.029900
-0.023870,-0.147204,-0.050000
-0.023867,-0.147204,-0.050000
-0.023864,-0.147204,-0.029900
-0.023861,-0.167304,-0.050000
-0.023858,-0.147204,-0.029900
-0.023854,-0.167304,-0.050000
-0.023851,-0.147204,-0.029900
-0.023848,-0.167304,-0.029900
-0.023845,-0.167304,-0.029900
-0.023842,-0.147204,-0.029900
-0.023838,-0.147204,-0.029900
-0.023835,-0.147204,-0.009799
-0.023832,-0.167304,-0.029900
-0.023829,-0.147204,-0.009799
-0.023826,-0.147204,-0.029900
-0.023822,-0.147204,-0.029900
-0.023819,-0.167304,-0.029900
-0.023816,-0.147204,-0.029900
-0.023813,-0.147204,-0.050000
-0.023810,-0.147204,-0.050000
-0.023806,-0.147204,-0.029900
-0.023803,-0.147204,-0.050000
-0.023800,-0.147204,-0.050000
-0.023797,-0.167304,-0.050000
-0.023794,-0.147204,-0.029900
-0.023790,-0.147204,-0.029900
-0.023787,-0.147204,-0.050000
-0.023784,-0.167304,-0.029900
-0.023781,-0.147204,-0.029900
-0.023778,-0.147204,-0.029900
-0.023774,-0.147204,-0.029900
-0.023771,-0.167304,-0.029900
-0.023768,-0.147204,-0.029900
-0.023765,-0.147204,-0.029900
-0.023762,-0.147204,-0.009799
-0.023758,-0.147204,-0.029900
-0.023755,-0.147204,-0.009799
-0.023752,-0.147204,-0.029900
-0.023749,-0.147204,-0.029900
-0.023746,-0.167304,-0.029900
-0.023742,-0.167304,-0.029900
-0.023739,-0.147204,-0.029900
-0.023736,-0.167304,-0.029900
-0.023733,-0.147204,-0.009799
-0.023730,-0.147204,-0.029900
-0.023726,-0.147204,-0.009799
-0.023723,-0.147204,-0.009799
-0.023720,-0.147204,-0.029900
-0.023717,-0.147204,-0.029900
-0.023714,-0.147204,-0.029900
-0.023710,-0.147204,-0.029900
-0.023707,-0.147204,-0.009799
-0.023704,-0.147204,-0.009799
-0.023701,-0.147204,-0.009799
-0.023698,-0.147204,-0.009799
-0.023694,-0.147204,-0.009799
-0.023691,-0.147204,-0.009799
-0.023688,-0.147204,-0.009799
-0.023685,-0.147204,-0.009799
-0.023682,-0.147204,0.010301
-0.023678,-0.147204,-0.009799
-0.023675,-0.147204,-0.029900
-0.023672,-0.147204,-0.009799
-0.023669,-0.147204,-0.009799
-0.023666,-0.127103,-0.009799
-0.023662,-0.147204,-0.009799
-0.023659,-0.147204,-0.009799
-0.023656,-0.147204,-0.009799
-0.023653,-0.147204,-0.009799
-0.023650,-0.147204,-0.009799
-0.023646,-0.147204,-0.029900
-0.023643,-0.147204,-0.009799
-0.023640,-0.147204,-0.009799
-0.023637,-0.127103,-0.009799
-0.023634,-0.147204,-0.009799
-0.023630,-0.147204,-0.009799
-0.023627,-0.147204,-0.009799
-0.023624,-0.147204,-0.029900
-0.023621,-0.147204,-0.029900
-0.023618,-0.147204,-0.029900
-0.023614,-0.147204,-0.029900
-0.023611,-0.147204,-0.009799
-0.023608,-0.147204,-0.009799
-0.023605,-0.147204,-0.009799
-0.023602,-0.147204,-0.009799
-0.023598,-0.147204,-0.009799
-0.023595,-0.147204,-0.009799
-0.023592,-0.147204,-0.009799
-0.023589,-0.147204,-0.009799
-0.023586,-0.147204,-0.009799
-0.023582,-0.147204,-0.009799
-0.023579,-0.147204,-0.009799
-0.023576,-0.147204,-0.009799
-0.023573,-0.147204,0.010301
-0.023570,-0.127103,-0.009799
-0.023566,-0.147204,-0.009799
-0.023563,-0.147204,-0.009799
-0.023560,-0.127103,-0.009799
-0.023557,-0.127103,-0.009799
-0.023554,-0.147204,-0.009799
-0.023550,-0.127103,-0.009799
-0.023547,-0.147204,-0.009799
-0.023544,-0.147204,-0.029900
-0.023541,-0.147204,-0.009799
-0.023538,-0.147204,-0.009799
-0.023534,-0.147204,-0.009799
-0.023531,-0.127103,-0.009799
-0.023528,-0.127103,-0.009799
-0.023525,-0.147204,-0.009799
-0.023522,-0.127103,-0.029900
-0.023518,-0.127103,-0.029900
-0.023515,-0.147204,-0.029900
-0.023512,-0.147204,-0.029900
-0.023509,-0.147204,-0.029900
-0.023506,-0.147204,-0.029900
-0.023502,-0.127103,-0.009799
-0.023499,-0.127103,-0.029900
-0.023496,-0.147204,-0.009799
-0.023493,-0.147204,-0.009799
-0.023490,-0.127103,-0.009799
-0.023486,-0.147204,-0.009799
-0.023483,-0.147204,-0.009799
-0.023480,-0.127103,-0.009799
-0.023477,-0.147204,-0.009799
-0.023474,-0.127103,-0.009799
-0.023470,-0.147204,-0.029900
-0.023467,-0.127103,-0.009799
-0.023464,-0.127103,-0.029900
-0.023461,-0.127103,-0.029900
-0.023458,-0.127103,-0.029900
-0.023454,-0.127103,-0.009799
-0.023451,-0.147204,-0.029900
-0.023448,-0.127103,-0.009799
-0.023445,-0.127103,-0.009799
-0.023442,-0.147204,-0.009799
-0.023438,-0.147204,-0.009799
-0.023435,-0.127103,-0.009799
-0.023432,-0.127103,-0.009799
-0.023429,-0.147204,0.010301
-0.023426,-0.147204,-0.009799
-0.023422,-0.127103,-0.009799
-0.023419,-0.127103,-0.009799
-0.023416,-0.147204,-0.009799
-0.023413,-0.127103,-0.029900
-0.023410,-0.127103,-0.009799
-0.023406,-0.127103,-0.009799
-0.023403,-0.127103,-0.009799
-0.023400,-0.127103,-0.009799
-0.023397,-0.147204,0.010301
-0.023394,-0.147204,-0.009799
-0.023390,-0.127103,-0.009799
-0.023387,-0.127103,-0.009799
-0.023384,-0.127103,-0.009799
-0.023381,-0.127103,-0.009799
-0.023378,-0.127103,-0.009799
-0.023374,-0.127103,-0.009799
-0.023371,-0.127103,-0.009799
-0.023368,-0.127103,-0.009799
-0.023365,-0.127103,-0.009799
-0.023362,-0.127103,-0.029900
-0.023358,-0.127103,-0.009799
-0.023355,-0.127103,-0.009799
-0.023352,-0.127103,-0.009799
-0.023349,-0.147204,-0.009799
-0.023346,-0.127103,-0.009799
-0.023342,-0.127103,-0.029900
-0.023339,-0.127103,-0.029900
-0.023336,-0.127103,-0.009799
-0.023333,-0.127103,-0.029900
-0.023330,-0.127103,-0.029900
-0.023326,-0.127103,-0.009799
-0.023323,-0.127103,-0.029900
-0.023320,-0.127103,-0.029900
-0.023317,-0.127103,-0.009799
-0.023314,-0.127103,-0.009799
-0.023310,-0.127103,-0.009799
-0.023307,-0.127103,0.010301
-0.023304,-0.127103,0.010301
-0.023301,-0.127103,-0.009799
-0.023298,-0.147204,-0.009799
-0.023294,-0.127103,-0.009799
-0.023291,-0.127103,-0.009799
-0.023288,-0.127103,-0.009799
-0.023285,-0.127103,-0.009799
-0.023282,-0.127103,-0.009799
-0.023278,-0.127103,-0.029900
-0.023275,-0.127103,-0.009799
-0.023272,-0.127103,0.010301
-0.023269,-0.107003,-0.009799
-0.023266,-0.127103,-0.009799
-0.023262,-0.127103,-0.009799
-0.023259,-0.127103,0.010301
-0.023256,-0.127103,-0.009799
-0.023253,-0.127103,-0.009799
-0.023250,-0.127103,0.010301
-0.023246,-0.127103,-0.009799
-0.023243,-0.127103,-0.029900
-0.023240,-0.127103,-0.009799
-0.023237,-0.127103,-0.029900
-0.023234,-0.107003,-0.009799
-0.023230,-0.127103,-0.009799
-0.023227,-0.127103,-0.009799
-0.023224,-0.127103,-0.009799
-0.023221,-0.127103,-0.029900
-0.023218,-0.127103,-0.009799
-0.023214,-0.127103,-0.029900
-0.023211,-0.127103,-0.009799
-0.023208,-0.127103,-0.009799
-0.023205,-0.127103,-0.029900
-0.023202,-0.127103,-0.009799
-0.023198,-0.127103,-0.009799
-0.023195,-0.127103,-0.029900
-0.023192,-0.127103,-0.009799
-0.023189,-0.127103,-0.009799
-0.023186,-0.127103,-0.029900
-0.023182,-0.127103,-0.009799
-0.023179,-0.107003,-0.009799
-0.023176,-0.107003,-0.009799
-0.023173,-0.127103,-0.009799
-0.023170,-0.127103,-0.009799
-0.023166,-0.127103,-0.009799
-0.023163,-0.127103,-0.029900
-0.023160,-0.127103,-0.029900
-0.023157,-0.127103,-0.009799
-0.023154,-0.127103,-0.029900
-0.023150,-0.107003,-0.029900
-0.023147,-0.127103,-0.009799
-0.023144,-0.107003,-0.029900
-0.023141,-0.127103,-0.009799
-0.023138,-0.127103,-0.009799
-0.023134,-0.127103,-0.009799
-0.023131,-0.107003,-0.029900
-0.023128,-0.127103,-0.009799
-0.023125,-0.107003,-0.009799
-0.023122,-0.127103,0.010301
-0.023118,-0.127103,0.030402
-0.023115,-0.107003,0.010301
-0.023112,-0.107003,0.030402
-0.023109,-0.127103,0.010301
-0.023106,-0.107003,0.010301
-0.023102,-0.107003,0.010301
-0.023099,-0.127103,0.010301
-0.023096,-0.107003,0.010301
-0.023093,-0.107003,0.010301
-0.023090,-0.127103,-0.009799
-0.023086,-0.107003,-0.009799
-0.023083,-0.107003,0.010301
-0.023080,-0.107003,-0.009799
-0.023077,-0.107003,0.010301
-0.023074,-0.127103,-0.009799
-0.023070,-0.107003,-0.009799
-0.023067,-0.107003,-0.009799
-0.023064,-0.107003,0.010301
-0.023061,-0.107003,-0.009799
-0.023058,-0.127103,-0.009799
-0.023054,-0.107003,-0.009799
-0.023051,-0.107003,0.010301
-0.023048,-0.107003,-0.009799
-0.023045,-0.107003,-0.009799
-0.023042,-0.107003,-0.009799
-0.023038,-0.107003,-0.009799
-0.023035,-0.127103,-0.009799
-0.023032,-0.107003,-0.029900
-0.023029,-0.107003,-0.009799
-0.023026,-0.107003,-0.009799
-0.023022,-0.107003,-0.029900
-0.023019,-0.107003,-0.009799
-0.023016,-0.107003,-0.009799
-0.023013,-0.107003,-0.029900
-0.023010,-0.107003,-0.009799
-0.023006,-0.107003,-0.009799
-0.023003,-0.107003,-0.009799
-0.023000,-0.107003,-0.009799
-0.022997,-0.107003,-0.009799
-0.022994,-0.107003,-0.009799
-0.022990,-0.086902,-0.009799
-0.022987,-0.107003,-0.009799
-0.022984,-0.107003,-0.009799
-0.022981,-0.086902,-0.029900
-0.022978,-0.107003,-0.029900
-0.022974,-0.107003,-0.029900
-0.022971,-0.107003,-0.009799
-0.022968,-0.107003,-0.029900
-0.022965,-0.107003,-0.009799
-0.022962,-0.107003,-0.009799
-0.022958,-0.107003,-0.009799
-0.022955,-0.107003,-0.029900
-0.022952,-0.107003,-0.009799
-0.022949,-0.107003,-0.009799
-0.022946,-0.107003,-0.029900
-0.022942,-0.086902,-0.029900
-0.022939,-0.107003,-0.029900
-0.022936,-0.086902,-0.029900
-0.022933,-0.107003,-0.050000
-0.022930,-0.107003,-0.029900
-0.022926,-0.086902,-0.050000
-0.022923,-0.107003,-0.050000
-0.022920,-0.107003,-0.029900
-0.022917,-0.107003,-0.029900
-0.022914,-0.086902,-0.050000
-0.022910,-0.086902,-0.029900
-0.022907,-0.107003,-0.029900
-0.022904,-0.086902,-0.029900
-0.022901,-0.107003,-0.029900
-0.022898,-0.086902,-0.029900
-0.022894,-0.086902,-0.029900
-0.022891,-0.086902,-0.029900
-0.022888,-0.086902,-0.050000
-0.022885,-0.086902,-0.029900
-0.022882,-0.107003,-0.050000
-0.022878,-0.107003,-0.050000
-0.022875,-0.107003,-0.050000
-0.022872,-0.086902,-0.029900
-0.022869,-0.107003,-0.050000
-0.022866,-0.107003,-0.050000
-0.022862,-0.086902,-0.050000
-0.022859,-0.066801,-0.029900
-0.022856,-0.086902,-0.050000
-0.022853,-0.086902,-0.029900
-0.022850,-0.107003,-0.029900
-0.022846,-0.086902,-0.029900
-0.022843,-0.086902,-0.029900
-0.022840,-0.086902,-0.029900
-0.022837,-0.086902,-0.029900
-0.022834,-0.086902,-0.029900
-0.022830,-0.086902,-0.029900
-0.022827,-0.086902,-0.029900
-0.022824,-0.086902,-0.009799
-0.022821,-0.086902,-0.029900
-0.022818,-0.086902,-0.029900
-0.022814,-0.086902,-0.029900
-0.022811,-0.086902,-0.029900
-0.022808,-0.086902,-0.029900
-0.022805,-0.086902,-0.029900
-0.022802,-0.086902,-0.009799
-0.022798,-0.086902,-0.009799
-0.022795,-0.086902,-0.009799
-0.022792,-0.066801,-0.009799
-0.022789,-0.086902,-0.009799
-0.022786,-0.107003,-0.029900
-0.022782,-0.066801,-0.009799
-0.022779,-0.086902,-0.009799
-0.022776,-0.086902,-0.029900
-0.022773,-0.066801,-0.009799
-0.022770,-0.086902,-0.009799
-0.022766,-0.086902,-0.029900
-0.022763,-0.086902,-0.029900
-0.022760,-0.066801,-0.029900
-0.022757,-0.086902,-0.029900
-0.022754,-0.066801,-0.029900
-0.022750,-0.086902,-0.029900
-0.022747,-0.066801,-0.029900
-0.022744,-0.066801,-0.029900
-0.022741,-0.086902,-0.029900
-0.022738,-0.066801,-0.029900
-0.022734,-0.066801,-0.029900
-0.022731,-0.086902,-0.009799
-0.022728,-0.086902,-0.029900
-0.022725,-0.086902,-0.029900
-0.022722,-0.086902,-0.029900
-0.022718,-0.066801,-0.009799
-0.022715,-0.066801,-0.009799
-0.022712,-0.066801,-0.029900
-0.022709,-0.086902,-0.009799
-0.022706,-0.066801,-0.009799
-0.022702,-0.066801,-0.009799
-0.022699,-0.066801,-0.009799
-0.022696,-0.066801,-0.009799
-0.022693,-0.066801,-0.029900
-0.022690,-0.066801,-0.029900
-0.022686,-0.066801,-0.009799
-0.022683,-0.066801,-0.009799
-0.022680,-0.066801,-0.009799
-0.022677,-0.066801,-0.029900
-0.022674,-0.066801,-0.009799
-0.022670,-0.066801,-0.009799
-0.022667,-0.066801,-0.009799
-0.022664,-0.066801,-0.009799
-0.022661,-0.066801,-0.009799
-0.022658,-0.066801,-0.029900
-0.022654,-0.066801,-0.029900
-0.022651,-0.066801,-0.009799
-0.022648,-0.066801,-0.029900
-0.022645,-0.066801,-0.029900
-0.022642,-0.066801,-0.029900
-0.022638,-0.066801,-0.029900
-0.022635,-0.066801,-0.029900
-0.022632,-0.066801,-0.029900
-0.022629,-0.066801,-0.029900
-0.022626,-0.066801,-0.029900
-0.022622,-0.066801,-0.009799
-0.022619,-0.066801,-0.029900
-0.022616,-0.066801,-0.029900
-0.022613,-0.066801,-0.029900
-0.022610,-0.066801,-0.029900
-0.022606,-0.066801,-0.029900
-0.022603,-0.066801,-0.050000
-0.022600,-0.066801,-0.029900
-0.022597,-0.066801,-0.029900
-0.022594,-0.066801,-0.029900
-0.022590,-0.066801,-0.029900
-0.022587,-0.046701,-0.029900
-0.022584,-0.066801,-0.029900
-0.022581,-0.066801,-0.029900
-0.022578,-0.066801,-0.009799
-0.022574,-0.066801,-0.009799
-0.022571,-0.046701,-0.029900
-0.022568,-0.066801,-0.029900
-0.022565,-0.066801,0.010301
-0.022562,-0.046701,-0.009799
-0.022558,-0.066801,-0.029900
-0.022555,-0.046701,-0.009799
-0.022552,-0.066801,-0.009799
-0.022549,-0.046701,-0.009799
-0.022546,-0.046701,-0.009799
-0.022542,-0.046701,-0.009799
-0.022539,-0.046701,-0.029900
-0.022536,-0.046701,-0.009799
-0.022533,-0.046701,-0.029900
-0.022530,-0.046701,-0.029900
-0.022526,-0.046701,-0.029900
-0.022523,-0.046701,-0.009799
-0.022520,-0.046701,-0.009799
-0.022517,-0.046701,-0.009799
