Time	X-ray (ID 01) / Impulse Imp	X-ray (ID 01) / Voltage U	X-ray (ID 01) / Current I	X-ray (ID 01) / Detector angle θ_d	X-ray (ID 01) / Crystal angle θ_c
114.00	339	35.0	1.00	17.4	8.7
116.00	345	35.0	1.00	17.6	8.8
118.00	430	35.0	1.00	17.8	8.9
120.00	606	35.0	1.00	18.0	9.0
122.00	944	35.0	1.00	18.2	9.1
124.00	1028	35.0	1.00	18.4	9.2
126.00	651	35.0	1.00	18.6	9.3
128.00	492	35.0	1.00	18.8	9.4
130.00	418	35.0	1.00	19.0	9.5
132.00	417	35.0	1.00	19.2	9.6
134.00	425	35.0	1.00	19.4	9.7
136.00	416	35.0	1.00	19.6	9.8
138.00	435	35.0	1.00	19.8	9.9
140.00	486	35.0	1.00	20.0	10.0
142.00	918	35.0	1.00	20.2	10.1
144.00	2414	35.0	1.00	20.4	10.2
146.00	3699	35.0	1.00	20.6	10.3
148.00	2606	35.0	1.00	20.8	10.4
150.00	1025	35.0	1.00	21.0	10.5
152.00	590	35.0	1.00	21.2	10.6
154.00	467	35.0	1.00	21.4	10.7
156.00	480	35.0	1.00	21.6	10.8
158.00	469	35.0	1.00	21.8	10.9
160.00	453	35.0	1.00	22.0	11.0
162.00	451	35.0	1.00	22.2	11.1
164.00	436	35.0	1.00	22.4	11.2
166.00	465	35.0	1.00	22.6	11.3
168.00	429	35.0	1.00	22.8	11.4
170.00	440	35.0	1.00	23.0	11.5
172.00	446	35.0	1.00	23.2	11.6
174.00	449	35.0	1.00	23.4	11.7
176.00	421	35.0	1.00	23.6	11.8
178.00	429	35.0	1.00	23.8	11.9
180.00	448	35.0	1.00	24.0	12.0
182.00	418	35.0	1.00	24.2	12.1
184.00	427	35.0	1.00	24.4	12.2
186.00	413	35.0	1.00	24.6	12.3
188.00	444	35.0	1.00	24.8	12.4
190.00	432	35.0	1.00	25.0	12.5
192.00	418	35.0	1.00	25.2	12.6
194.00	438	35.0	1.00	25.4	12.7
196.00	425	35.0	1.00	25.6	12.8
198.00	420	35.0	1.00	25.8	12.9
200.00	432	35.0	1.00	26.0	13.0
202.00	410	35.0	1.00	26.2	13.1
204.00	435	35.0	1.00	26.4	13.2
206.00	399	35.0	1.00	26.6	13.3
208.00	393	35.0	1.00	26.8	13.4
210.00	359	35.0	1.00	27.0	13.5
212.00	342	35.0	1.00	27.2	13.6
214.00	348	35.0	1.00	27.4	13.7
216.00	344	35.0	1.00	27.6	13.8
218.00	337	35.0	1.00	27.8	13.9
220.00	331	35.0	1.00	28.0	14.0
222.00	363	35.0	1.00	28.2	14.1
224.00	341	35.0	1.00	28.4	14.2
226.00	332	35.0	1.00	28.6	14.3
228.00	332	35.0	1.00	28.8	14.4
230.00	313	35.0	1.00	29.0	14.5
232.00	325	35.0	1.00	29.2	14.6
234.00	300	35.0	1.00	29.4	14.7
236.00	313	35.0	1.00	29.6	14.8
238.00	325	35.0	1.00	29.8	14.9
240.00	336	35.0	1.00	30.0	15.0
242.00	297	35.0	1.00	30.2	15.1
244.00	326	35.0	1.00	30.4	15.2
246.00	301	35.0	1.00	30.6	15.3
248.00	308	35.0	1.00	30.8	15.4
250.00	312	35.0	1.00	31.0	15.5
252.00	302	35.0	1.00	31.2	15.6
254.00	298	35.0	1.00	31.4	15.7
256.00	300	35.0	1.00	31.6	15.8
258.00	292	35.0	1.00	31.8	15.9
260.00	299	35.0	1.00	32.0	16.0
262.00	287	35.0	1.00	32.2	16.1
264.00	280	35.0	1.00	32.4	16.2
266.00	276	35.0	1.00	32.6	16.3
268.00	287	35.0	1.00	32.8	16.4
270.00	306	35.0	1.00	33.0	16.5
272.00	276	35.0	1.00	33.2	16.6
274.00	280	35.0	1.00	33.4	16.7
276.00	271	35.0	1.00	33.6	16.8
278.00	285	35.0	1.00	33.8	16.9
280.00	252	35.0	1.00	34.0	17.0
282.00	267	35.0	1.00	34.2	17.1
284.00	263	35.0	1.00	34.4	17.2
286.00	253	35.0	1.00	34.6	17.3
288.00	256	35.0	1.00	34.8	17.4
290.00	259	35.0	1.00	35.0	17.5
292.00	233	35.0	1.00	35.2	17.6
294.00	233	35.0	1.00	35.4	17.7
296.00	232	35.0	1.00	35.6	17.8
298.00	244	35.0	1.00	35.8	17.9
300.00	255	35.0	1.00	36.0	18.0
302.00	249	35.0	1.00	36.2	18.1
304.00	267	35.0	1.00	36.4	18.2
306.00	299	35.0	1.00	36.6	18.3
308.00	335	35.0	1.00	36.8	18.4
310.00	262	35.0	1.00	37.0	18.5
312.00	247	35.0	1.00	37.2	18.6
314.00	251	35.0	1.00	37.4	18.7
316.00	239	35.0	1.00	37.6	18.8
318.00	250	35.0	1.00	37.8	18.9
320.00	236	35.0	1.00	38.0	19.0
322.00	225	35.0	1.00	38.2	19.1
324.00	235	35.0	1.00	38.4	19.2
326.00	245	35.0	1.00	38.6	19.3
328.00	229	35.0	1.00	38.8	19.4
330.00	215	35.0	1.00	39.0	19.5
332.00	223	35.0	1.00	39.2	19.6
334.00	220	35.0	1.00	39.4	19.7
336.00	216	35.0	1.00	39.6	19.8
338.00	204	35.0	1.00	39.8	19.9
340.00	207	35.0	1.00	40.0	20.0
342.00	212	35.0	1.00	40.2	20.1
344.00	217	35.0	1.00	40.4	20.2
346.00	207	35.0	1.00	40.6	20.3
348.00	219	35.0	1.00	40.8	20.4
350.00	241	35.0	1.00	41.0	20.5
352.00	461	35.0	1.00	41.2	20.6
354.00	655	35.0	1.00	41.4	20.7
356.00	671	35.0	1.00	41.6	20.8
358.00	430	35.0	1.00	41.8	20.9
360.00	257	35.0	1.00	42.0	21.0
362.00	191	35.0	1.00	42.2	21.1
364.00	189	35.0	1.00	42.4	21.2
366.00	175	35.0	1.00	42.6	21.3
368.00	183	35.0	1.00	42.8	21.4
370.00	187	35.0	1.00	43.0	21.5
372.00	166	35.0	1.00	43.2	21.6
374.00	174	35.0	1.00	43.4	21.7
376.00	178	35.0	1.00	43.6	21.8
378.00	154	35.0	1.00	43.8	21.9
380.00	156	35.0	1.00	44.0	22.0
382.00	147	35.0	1.00	44.2	22.1
384.00	138	35.0	1.00	44.4	22.2
386.00	143	35.0	1.00	44.6	22.3
388.00	141	35.0	1.00	44.8	22.4
390.00	144	35.0	1.00	45.0	22.5
392.00	163	35.0	1.00	45.2	22.6
394.00	155	35.0	1.00	45.4	22.7
396.00	139	35.0	1.00	45.6	22.8
398.00	120	35.0	1.00	45.8	22.9
400.00	129	35.0	1.00	46.0	23.0
402.00	119	35.0	1.00	46.2	23.1
404.00	124	35.0	1.00	46.4	23.2
406.00	122	35.0	1.00	46.6	23.3
408.00	120	35.0	1.00	46.8	23.4
410.00	122	35.0	1.00	47.0	23.5
412.00	110	35.0	1.00	47.2	23.6
414.00	98	35.0	1.00	47.4	23.7
416.00	106	35.0	1.00	47.6	23.8
418.00	111	35.0	1.00	47.8	23.9
420.00	101	35.0	1.00	48.0	24.0
422.00	109	35.0	1.00	48.2	24.1
424.00	103	35.0	1.00	48.4	24.2
426.00	96	35.0	1.00	48.6	24.3
428.00	104	35.0	1.00	48.8	24.4
430.00	93	35.0	1.00	49.0	24.5
432.00	98	35.0	1.00	49.2	24.6
434.00	93	35.0	1.00	49.4	24.7
436.00	96	35.0	1.00	49.6	24.8
438.00	97	35.0	1.00	49.8	24.9
440.00	94	35.0	1.00	50.0	25.0
442.00	89	35.0	1.00	50.2	25.1
444.00	87	35.0	1.00	50.4	25.2
446.00	74	35.0	1.00	50.6	25.3
448.00	84	35.0	1.00	50.8	25.4
450.00	82	35.0	1.00	51.0	25.5
452.00	76	35.0	1.00	51.2	25.6
454.00	80	35.0	1.00	51.4	25.7
456.00	87	35.0	1.00	51.6	25.8
458.00	75	35.0	1.00	51.8	25.9
460.00	75	35.0	1.00	52.0	26.0
462.00	73	35.0	1.00	52.2	26.1
464.00	75	35.0	1.00	52.4	26.2
466.00	64	35.0	1.00	52.6	26.3
468.00	70	35.0	1.00	52.8	26.4
470.00	67	35.0	1.00	53.0	26.5
472.00	69	35.0	1.00	53.2	26.6
474.00	64	35.0	1.00	53.4	26.7
476.00	70	35.0	1.00	53.6	26.8
478.00	71	35.0	1.00	53.8	26.9
480.00	69	35.0	1.00	54.0	27.0
482.00	57	35.0	1.00	54.2	27.1
484.00	71	35.0	1.00	54.4	27.2
486.00	64	35.0	1.00	54.6	27.3
488.00	58	35.0	1.00	54.8	27.4
490.00	63	35.0	1.00	55.0	27.5
492.00	60	35.0	1.00	55.2	27.6
494.00	59	35.0	1.00	55.4	27.7
496.00	59	35.0	1.00	55.6	27.8
498.00	50	35.0	1.00	55.8	27.9
500.00	52	35.0	1.00	56.0	28.0
502.00	55	35.0	1.00	56.2	28.1
504.00	60	35.0	1.00	56.4	28.2
506.00	57	35.0	1.00	56.6	28.3
508.00	60	35.0	1.00	56.8	28.4
510.00	52	35.0	1.00	57.0	28.5
512.00	43	35.0	1.00	57.2	28.6
514.00	59	35.0	1.00	57.4	28.7
516.00	47	35.0	1.00	57.6	28.8
518.00	43	35.0	1.00	57.8	28.9
520.00	46	35.0	1.00	58.0	29.0
522.00	43	35.0	1.00	58.2	29.1
524.00	50	35.0	1.00	58.4	29.2
526.00	51	35.0	1.00	58.6	29.3
528.00	35	35.0	1.00	58.8	29.4
530.00	45	35.0	1.00	59.0	29.5
532.00	57	35.0	1.00	59.2	29.6
534.00	44	35.0	1.00	59.4	29.7
536.00	45	35.0	1.00	59.6	29.8
538.00	53	35.0	1.00	59.8	29.9
540.00	46	35.0	1.00	60.0	30.0
542.00	38	35.0	1.00	60.2	30.1
544.00	41	35.0	1.00	60.4	30.2
546.00	43	35.0	1.00	60.6	30.3
548.00	43	35.0	1.00	60.8	30.4
550.00	50	35.0	1.00	61.0	30.5
552.00	54	35.0	1.00	61.2	30.6
554.00	47	35.0	1.00	61.4	30.7
556.00	39	35.0	1.00	61.6	30.8
558.00	42	35.0	1.00	61.8	30.9
560.00	38	35.0	1.00	62.0	31.0
562.00	44	35.0	1.00	62.2	31.1
564.00	42	35.0	1.00	62.4	31.2
566.00	38	35.0	1.00	62.6	31.3
568.00	38	35.0	1.00	62.8	31.4
570.00	40	35.0	1.00	63.0	31.5
572.00	44	35.0	1.00	63.2	31.6
574.00	38	35.0	1.00	63.4	31.7
576.00	43	35.0	1.00	63.6	31.8
578.00	96	35.0	1.00	63.8	31.9
580.00	100	35.0	1.00	64.0	32.0
582.00	93	35.0	1.00	64.2	32.1
584.00	75	35.0	1.00	64.4	32.2
586.00	61	35.0	1.00	64.6	32.3
588.00	42	35.0	1.00	64.8	32.4
590.00	39	35.0	1.00	65.0	32.5
592.00	39	35.0	1.00	65.2	32.6
594.00	39	35.0	1.00	65.4	32.7
596.00	46	35.0	1.00	65.6	32.8
598.00	46	35.0	1.00	65.8	32.9
600.00	36	35.0	1.00	66.0	33.0
602.00	29	35.0	1.00	66.2	33.1
604.00	36	35.0	1.00	66.4	33.2
606.00	37	35.0	1.00	66.6	33.3
608.00	35	35.0	1.00	66.8	33.4
610.00	28	35.0	1.00	67.0	33.5
612.00	31	35.0	1.00	67.2	33.6
614.00	31	35.0	1.00	67.4	33.7
616.00	37	35.0	1.00	67.6	33.8
618.00	34	35.0	1.00	67.8	33.9
620.00	37	35.0	1.00	68.0	34.0
622.00	27	35.0	1.00	68.2	34.1
624.00	30	35.0	1.00	68.4	34.2
626.00	27	35.0	1.00	68.6	34.3
628.00	30	35.0	1.00	68.8	34.4
630.00	28	35.0	1.00	69.0	34.5
632.00	35	35.0	1.00	69.2	34.6
634.00	28	35.0	1.00	69.4	34.7
636.00	31	35.0	1.00	69.6	34.8
638.00	34	35.0	1.00	69.8	34.9
640.00	31	35.0	1.00	70.0	35.0
642.00	30	35.0	1.00	70.2	35.1
644.00	23	35.0	1.00	70.4	35.2
646.00	34	35.0	1.00	70.6	35.3
648.00	31	35.0	1.00	70.8	35.4
650.00	30	35.0	1.00	71.0	35.5
652.00	32	35.0	1.00	71.2	35.6
654.00	31	35.0	1.00	71.4	35.7
656.00	26	35.0	1.00	71.6	35.8
658.00	21	35.0	1.00	71.8	35.9
660.00	25	35.0	1.00	72.0	36.0
662.00	36	35.0	1.00	72.2	36.1
664.00	25	35.0	1.00	72.4	36.2
666.00	24	35.0	1.00	72.6	36.3
668.00	20	35.0	1.00	72.8	36.4
670.00	31	35.0	1.00	73.0	36.5
672.00	26	35.0	1.00	73.2	36.6
674.00	23	35.0	1.00	73.4	36.7
676.00	34	35.0	1.00	73.6	36.8
678.00	29	35.0	1.00	73.8	36.9
680.00	26	35.0	1.00	74.0	37.0
682.00	24	35.0	1.00	74.2	37.1
684.00	23	35.0	1.00	74.4	37.2
686.00	28	35.0	1.00	74.6	37.3
688.00	24	35.0	1.00	74.8	37.4
690.00	26	35.0	1.00	75.0	37.5
692.00	29	35.0	1.00	75.2	37.6
694.00	20	35.0	1.00	75.4	37.7
696.00	21	35.0	1.00	75.6	37.8
698.00	25	35.0	1.00	75.8	37.9
700.00	17	35.0	1.00	76.0	38.0
702.00	26	35.0	1.00	76.2	38.1
704.00	21	35.0	1.00	76.4	38.2
706.00	27	35.0	1.00	76.6	38.3
708.00	21	35.0	1.00	76.8	38.4
710.00	24	35.0	1.00	77.0	38.5
712.00	23	35.0	1.00	77.2	38.6
714.00	21	35.0	1.00	77.4	38.7
716.00	21	35.0	1.00	77.6	38.8
718.00	14	35.0	1.00	77.8	38.9
720.00	26	35.0	1.00	78.0	39.0
722.00	21	35.0	1.00	78.2	39.1
724.00	17	35.0	1.00	78.4	39.2
726.00	21	35.0	1.00	78.6	39.3
728.00	25	35.0	1.00	78.8	39.4
730.00	24	35.0	1.00	79.0	39.5
732.00	18	35.0	1.00	79.2	39.6
734.00	25	35.0	1.00	79.4	39.7
736.00	30	35.0	1.00	79.6	39.8
738.00	27	35.0	1.00	79.8	39.9
740.00	25	35.0	1.00	80.0	40.0
742.00	25	35.0	1.00	80.2	40.1
744.00	25	35.0	1.00	80.4	40.2
746.00	20	35.0	1.00	80.6	40.3
748.00	31	35.0	1.00	80.8	40.4
750.00	22	35.0	1.00	81.0	40.5
752.00	23	35.0	1.00	81.2	40.6
754.00	25	35.0	1.00	81.4	40.7
756.00	24	35.0	1.00	81.6	40.8
758.00	18	35.0	1.00	81.8	40.9
760.00	25	35.0	1.00	82.0	41.0
762.00	19	35.0	1.00	82.2	41.1
764.00	21	35.0	1.00	82.4	41.2
766.00	19	35.0	1.00	82.6	41.3
768.00	17	35.0	1.00	82.8	41.4
770.00	20	35.0	1.00	83.0	41.5
772.00	26	35.0	1.00	83.2	41.6
774.00	23	35.0	1.00	83.4	41.7
776.00	19	35.0	1.00	83.6	41.8
778.00	23	35.0	1.00	83.8	41.9
780.00	19	35.0	1.00	84.0	42.0
782.00	18	35.0	1.00	84.2	42.1
784.00	19	35.0	1.00	84.4	42.2
786.00	23	35.0	1.00	84.6	42.3
788.00	20	35.0	1.00	84.8	42.4
790.00	21	35.0	1.00	85.0	42.5
792.00	24	35.0	1.00	85.2	42.6
794.00	15	35.0	1.00	85.4	42.7
796.00	17	35.0	1.00	85.6	42.8
798.00	23	35.0	1.00	85.8	42.9
800.00	21	35.0	1.00	86.0	43.0
802.00	18	35.0	1.00	86.2	43.1
804.00	23	35.0	1.00	86.4	43.2
806.00	22	35.0	1.00	86.6	43.3
808.00	13	35.0	1.00	86.8	43.4
810.00	18	35.0	1.00	87.0	43.5
812.00	23	35.0	1.00	87.2	43.6
814.00	21	35.0	1.00	87.4	43.7
816.00	24	35.0	1.00	87.6	43.8
818.00	27	35.0	1.00	87.8	43.9
820.00	24	35.0	1.00	88.0	44.0
822.00	18	35.0	1.00	88.2	44.1
824.00	20	35.0	1.00	88.4	44.2
826.00	22	35.0	1.00	88.6	44.3
828.00	21	35.0	1.00	88.8	44.4
830.00	23	35.0	1.00	89.0	44.5
832.00	22	35.0	1.00	89.2	44.6
834.00	19	35.0	1.00	89.4	44.7
836.00	27	35.0	1.00	89.6	44.8
838.00	32	35.0	1.00	89.8	44.9
840.00	23	35.0	1.00	90.0	45.0
842.00	18	35.0	1.00	90.2	45.1
844.00	28	35.0	1.00	90.4	45.2
846.00	26	35.0	1.00	90.6	45.3
848.00	20	35.0	1.00	90.8	45.4
850.00	17	35.0	1.00	91.0	45.5
852.00	16	35.0	1.00	91.2	45.6
854.00	16	35.0	1.00	91.4	45.7
856.00	18	35.0	1.00	91.6	45.8
858.00	17	35.0	1.00	91.8	45.9
860.00	15	35.0	1.00	92.0	46.0
862.00	12	35.0	1.00	92.2	46.1
864.00	18	35.0	1.00	92.4	46.2
866.00	22	35.0	1.00	92.6	46.3
868.00	21	35.0	1.00	92.8	46.4
870.00	22	35.0	1.00	93.0	46.5
872.00	11	35.0	1.00	93.2	46.6
